stage,dataset_size,seed,normal_scenario,challenge_threshold,normal_fit_count,attack_fit_count,normal_calibration_count,attack_calibration_count,validation_fpr,validation_sequence_detection,validation_preobjective_detection,tp,fp,tn,fn,precision,event_challenge_recall,f1,roc_auc,pr_auc,challenge_fpr,warn_fpr,block_fpr,sequence_detection_rate,preobjective_detection_rate,objective_detection_rate,median_time_to_detect_phase,flagged_poison_rejection_rate,normal_count,attack_phase_count,attack_sequence_count
supervised_sequence_v6,1000,42,normal_staggered,0.6176375223816636,21564,272,16800,272,0.0009523809523809524,1.0,1.0,236,9,2391,36,0.963265306122449,0.8676470588235294,0.9129593810444874,0.9973307291666668,0.9804602192713872,0.00375,0.004166666666666667,0.00125,1.0,1.0,1.0,1.0,1.0,2400,272,68
hardened_v3_event,1000,42,normal_nat_burst,0.6496953651007528,21564,272,16800,272,0.0009523809523809524,1.0,1.0,0,3,2397,272,0.0,0.0,0.0,0.8922656250000001,0.6267922896886821,0.00125,0.00125,0.0004166666666666667,0.0,0.0,0.0,5.0,1.0,2400,272,68
supervised_sequence_v6,1000,42,normal_nat_burst,0.6496953651007528,21564,272,16800,272,0.0009523809523809524,1.0,1.0,238,3,2397,34,0.9875518672199171,0.875,0.9278752436647174,0.9990157781862746,0.9922848640820907,0.00125,0.00125,0.0004166666666666667,1.0,1.0,1.0,1.0,1.0,2400,272,68
hardened_v3_event,1000,43,normal_staggered,0.4903052335903947,21564,272,16800,272,0.0009523809523809524,1.0,1.0,1,2,2398,271,0.3333333333333333,0.003676470588235294,0.007272727272727274,0.8265134803921569,0.50257595895257,0.0008333333333333334,0.0016666666666666668,0.0004166666666666667,0.014705882352941176,0.014705882352941176,0.0,5.0,1.0,2400,272,68
supervised_sequence_v6,1000,43,normal_staggered,0.4903052335903947,21564,272,16800,272,0.0009523809523809524,1.0,1.0,250,5,2395,22,0.9803921568627451,0.9191176470588235,0.9487666034155597,0.9964414828431373,0.9841243913513502,0.0020833333333333333,0.002916666666666667,0.0004166666666666667,1.0,1.0,1.0,1.0,1.0,2400,272,68
hardened_v3_event,1000,43,normal_nat_burst,0.6052830894437676,21564,272,16800,272,0.0009523809523809524,1.0,1.0,0,6,2394,272,0.0,0.0,0.0,0.9113304227941177,0.6647993536281476,0.0025,0.0025,0.0008333333333333334,0.0,0.0,0.0,5.0,1.0,2400,272,68
supervised_sequence_v6,1000,43,normal_nat_burst,0.6052830894437676,21564,272,16800,272,0.0009523809523809524,1.0,1.0,252,6,2394,20,0.9767441860465116,0.9264705882352942,0.9509433962264151,0.9987814031862746,0.989308828614621,0.0025,0.0025,0.0008333333333333334,1.0,1.0,0.9852941176470589,1.0,1.0,2400,272,68
hardened_v3_event,1000,44,normal_staggered,0.5929180268117366,21564,272,16800,272,0.0009523809523809524,1.0,1.0,0,5,2395,272,0.0,0.0,0.0,0.769227175245098,0.4105184352996709,0.0020833333333333333,0.0020833333333333333,0.00125,0.0,0.0,0.0,5.0,1.0,2400,272,68
supervised_sequence_v6,1000,44,normal_staggered,0.5929180268117366,21564,272,16800,272,0.0009523809523809524,1.0,1.0,245,9,2391,27,0.9645669291338582,0.9007352941176471,0.9315589353612167,0.9980185355392157,0.9813678003090518,0.00375,0.00375,0.00125,1.0,1.0,0.9852941176470589,1.0,1.0,2400,272,68
hardened_v3_event,1000,44,normal_nat_burst,0.5880132999600324,21564,272,16800,272,0.0009523809523809524,1.0,1.0,0,8,2392,272,0.0,0.0,0.0,0.8982276348039216,0.6282626218877436,0.0033333333333333335,0.0033333333333333335,0.0004166666666666667,0.0,0.0,0.0,5.0,1.0,2400,272,68
supervised_sequence_v6,1000,44,normal_nat_burst,0.5880132999600324,21564,272,16800,272,0.0009523809523809524,1.0,1.0,251,8,2392,21,0.9691119691119691,0.9227941176470589,0.9453860640301317,0.9981632965686275,0.9880269654811538,0.0033333333333333335,0.0033333333333333335,0.0004166666666666667,1.0,1.0,1.0,1.0,1.0,2400,272,68
hardened_v3_event,1000,45,normal_staggered,0.4313039185441355,21564,272,16800,272,0.0009523809523809524,1.0,1.0,1,1,2399,271,0.5,0.003676470588235294,0.0072992700729927005,0.8313304227941176,0.5111879960559799,0.0004166666666666667,0.0004166666666666667,0.0,0.014705882352941176,0.0,0.014705882352941176,5.0,1.0,2400,272,68
supervised_sequence_v6,1000,45,normal_staggered,0.4313039185441355,21564,272,16800,272,0.0009523809523809524,1.0,1.0,264,7,2393,8,0.974169741697417,0.9705882352941176,0.9723756906077349,0.9989468443627452,0.9930024507637697,0.002916666666666667,0.002916666666666667,0.0,1.0,1.0,1.0,1.0,1.0,2400,272,68
hardened_v3_event,1000,45,normal_nat_burst,0.7003271327380686,21564,272,16800,272,0.0009523809523809524,1.0,0.9852941176470589,0,4,2396,272,0.0,0.0,0.0,0.8788066789215686,0.588831656795471,0.0016666666666666668,0.0016666666666666668,0.0,0.0,0.0,0.0,5.0,1.0,2400,272,68
supervised_sequence_v6,1000,45,normal_nat_burst,0.7003271327380686,21564,272,16800,272,0.0009523809523809524,1.0,0.9852941176470589,236,4,2396,36,0.9833333333333333,0.8676470588235294,0.9218749999999999,0.9993918504901961,0.9948309118964098,0.0016666666666666668,0.0016666666666666668,0.0,1.0,0.9852941176470589,1.0,1.0,1.0,2400,272,68
hardened_v3_event,1000,46,normal_staggered,0.5692569572540155,21564,272,16800,272,0.0009523809523809524,1.0,1.0,0,0,2400,272,0.0,0.0,0.0,0.7623636642156861,0.445007803310023,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2400,272,68
supervised_sequence_v6,1000,46,normal_staggered,0.5692569572540155,21564,272,16800,272,0.0009523809523809524,1.0,1.0,242,6,2394,30,0.9758064516129032,0.8897058823529411,0.9307692307692308,0.9952297794117647,0.9711361759715831,0.0025,0.0025,0.0,1.0,1.0,1.0,1.0,1.0,2400,272,68
hardened_v3_event,1000,46,normal_nat_burst,0.5056203379012085,21564,272,16800,272,0.0009523809523809524,1.0,1.0,0,6,2394,272,0.0,0.0,0.0,0.8802098651960785,0.5940353515425738,0.0025,0.0025,0.0,0.0,0.0,0.0,5.0,1.0,2400,272,68
supervised_sequence_v6,1000,46,normal_nat_burst,0.5056203379012085,21564,272,16800,272,0.0009523809523809524,1.0,1.0,258,7,2393,14,0.9735849056603774,0.9485294117647058,0.9608938547486032,0.9995251225490195,0.9956028816027299,0.002916666666666667,0.002916666666666667,0.0,1.0,1.0,1.0,1.0,1.0,2400,272,68
hardened_v3_event,5000,42,normal_staggered,0.5824263629602475,50364,272,26400,272,0.000984848484848485,1.0,0.9852941176470589,0,18,11982,272,0.0,0.0,0.0,0.719100643382353,0.13411847000301602,0.0015,0.0020833333333333333,0.0005,0.0,0.0,0.0,5.0,1.0,12000,272,68
supervised_sequence_v6,5000,42,normal_staggered,0.5824263629602475,50364,272,26400,272,0.000984848484848485,1.0,0.9852941176470589,238,25,11975,34,0.9049429657794676,0.875,0.8897196261682243,0.9968630514705883,0.9298855026245056,0.0020833333333333333,0.0026666666666666666,0.0005,1.0,0.9852941176470589,1.0,1.0,1.0,12000,272,68
hardened_v3_event,5000,42,normal_nat_burst,0.638887088452529,50364,272,26400,272,0.000984848484848485,1.0,1.0,0,23,11977,272,0.0,0.0,0.0,0.917795955882353,0.429067882365303,0.0019166666666666666,0.0019166666666666666,0.00016666666666666666,0.0,0.0,0.0,5.0,1.0,12000,272,68
supervised_sequence_v6,5000,42,normal_nat_burst,0.638887088452529,50364,272,26400,272,0.000984848484848485,1.0,1.0,238,23,11977,34,0.9118773946360154,0.875,0.8930581613508443,0.9995314031862745,0.9776878346398692,0.0019166666666666666,0.0019166666666666666,0.00016666666666666666,1.0,1.0,1.0,1.0,1.0,12000,272,68
hardened_v3_event,5000,43,normal_staggered,0.47529111198564783,50364,272,26400,272,0.000984848484848485,1.0,1.0,0,17,11983,272,0.0,0.0,0.0,0.7965859375,0.22420495850817818,0.0014166666666666668,0.0015833333333333333,0.0004166666666666667,0.0,0.0,0.0,5.0,1.0,12000,272,68
supervised_sequence_v6,5000,43,normal_staggered,0.47529111198564783,50364,272,26400,272,0.000984848484848485,1.0,1.0,255,25,11975,17,0.9107142857142857,0.9375,0.9239130434782609,0.9990272671568627,0.9602529407188866,0.0020833333333333333,0.00225,0.0004166666666666667,1.0,1.0,1.0,1.0,1.0,12000,272,68
hardened_v3_event,5000,43,normal_nat_burst,0.4584331712712883,50364,272,26400,272,0.000984848484848485,1.0,1.0,0,23,11977,272,0.0,0.0,0.0,0.9068477328431372,0.40274300240163075,0.0019166666666666666,0.0019166666666666666,0.0004166666666666667,0.0,0.0,0.0,5.0,1.0,12000,272,68
supervised_sequence_v6,5000,43,normal_nat_burst,0.4584331712712883,50364,272,26400,272,0.000984848484848485,1.0,1.0,256,23,11977,16,0.9175627240143369,0.9411764705882353,0.9292196007259528,0.9990487132352941,0.9635746192572374,0.0019166666666666666,0.0019166666666666666,0.0004166666666666667,1.0,1.0,1.0,1.0,1.0,12000,272,68
hardened_v3_event,5000,44,normal_staggered,0.507861627561508,50364,272,26400,272,0.000984848484848485,1.0,1.0,2,19,11981,270,0.09523809523809523,0.007352941176470588,0.0136518771331058,0.7847840073529411,0.17700913617508207,0.0015833333333333333,0.0015833333333333333,0.00025,0.029411764705882353,0.014705882352941176,0.014705882352941176,5.0,1.0,12000,272,68
supervised_sequence_v6,5000,44,normal_staggered,0.507861627561508,50364,272,26400,272,0.000984848484848485,1.0,1.0,247,35,11965,25,0.875886524822695,0.9080882352941176,0.8916967509025271,0.9970424325980392,0.944074408089535,0.002916666666666667,0.002916666666666667,0.00025,1.0,1.0,1.0,1.0,1.0,12000,272,68
hardened_v3_event,5000,44,normal_nat_burst,0.5135701610005428,50364,272,26400,272,0.000984848484848485,1.0,1.0,0,16,11984,272,0.0,0.0,0.0,0.8994018075980392,0.37921788586368765,0.0013333333333333333,0.0013333333333333333,0.0005833333333333334,0.0,0.0,0.0,5.0,1.0,12000,272,68
supervised_sequence_v6,5000,44,normal_nat_burst,0.5135701610005428,50364,272,26400,272,0.000984848484848485,1.0,1.0,257,17,11983,15,0.9379562043795621,0.9448529411764706,0.9413919413919414,0.9989117647058824,0.974490608141564,0.0014166666666666668,0.0014166666666666668,0.0005833333333333334,1.0,1.0,1.0,1.0,1.0,12000,272,68
hardened_v3_event,5000,45,normal_staggered,0.5005097945087313,50364,272,26400,272,0.000984848484848485,1.0,1.0,0,20,11980,272,0.0,0.0,0.0,0.7489375,0.1462109986245706,0.0016666666666666668,0.0018333333333333333,0.0008333333333333334,0.0,0.0,0.0,5.0,1.0,12000,272,68
supervised_sequence_v6,5000,45,normal_staggered,0.5005097945087313,50364,272,26400,272,0.000984848484848485,1.0,1.0,253,35,11965,19,0.8784722222222222,0.9301470588235294,0.9035714285714285,0.9978092830882354,0.9261470539258148,0.002916666666666667,0.0030833333333333333,0.0008333333333333334,1.0,1.0,1.0,1.0,1.0,12000,272,68
hardened_v3_event,5000,45,normal_nat_burst,0.592790289788778,50364,272,26400,272,0.000984848484848485,1.0,1.0,0,12,11988,272,0.0,0.0,0.0,0.9059148284313725,0.4227143166290068,0.001,0.001,0.00016666666666666666,0.0,0.0,0.0,5.0,1.0,12000,272,68
supervised_sequence_v6,5000,45,normal_nat_burst,0.592790289788778,50364,272,26400,272,0.000984848484848485,1.0,1.0,243,12,11988,29,0.9529411764705882,0.8933823529411765,0.9222011385199241,0.9994837622549019,0.9784025124681077,0.001,0.001,0.00016666666666666666,1.0,1.0,1.0,1.0,1.0,12000,272,68
hardened_v3_event,5000,46,normal_staggered,0.5239579382142204,50364,272,26400,272,0.000984848484848485,1.0,1.0,0,15,11985,272,0.0,0.0,0.0,0.7945329350490196,0.17594886924557698,0.00125,0.0013333333333333333,0.00025,0.0,0.0,0.0,5.0,1.0,12000,272,68
supervised_sequence_v6,5000,46,normal_staggered,0.5239579382142204,50364,272,26400,272,0.000984848484848485,1.0,1.0,250,31,11969,22,0.8896797153024911,0.9191176470588235,0.9041591320072333,0.996990962009804,0.9515296259910814,0.0025833333333333333,0.0026666666666666666,0.00025,1.0,1.0,1.0,1.0,1.0,12000,272,68
hardened_v3_event,5000,46,normal_nat_burst,0.6184528537283661,50364,272,26400,272,0.000984848484848485,1.0,1.0,0,16,11984,272,0.0,0.0,0.0,0.8958932291666666,0.38168333247923353,0.0013333333333333333,0.0013333333333333333,0.00025,0.0,0.0,0.0,5.0,1.0,12000,272,68
supervised_sequence_v6,5000,46,normal_nat_burst,0.6184528537283661,50364,272,26400,272,0.000984848484848485,1.0,1.0,233,16,11984,39,0.9357429718875502,0.8566176470588235,0.8944337811900192,0.9986358762254902,0.970245806207594,0.0013333333333333333,0.0013333333333333333,0.00025,1.0,1.0,1.0,1.0,1.0,12000,272,68
