stage,dataset_size,seed,normal_scenario,attack_type,attack_family,expected_action,challenge_recall,policy_success,mean_score
full_v2,50,44,normal_staggered,attack_concurrent_near_threshold,evasive,challenge,0.16666666666666666,0.16666666666666666,0.3508333333333334
full_v2,50,44,normal_staggered,attack_session_exfiltration,evasive,challenge,0.0,0.0,0.13333333333333333
full_v2,50,44,normal_staggered,attack_lateral_known_path,evasive,challenge,0.6666666666666666,0.6666666666666666,0.41083333333333333
full_v2,50,44,normal_staggered,attack_low_slow_ato,evasive,challenge,0.0,0.0,0.28
hardened_v3,50,44,normal_staggered,attack_new_device,known,challenge,1.0,1.0,0.6825000000000001
hardened_v3,50,44,normal_staggered,attack_new_ua_family,known,challenge,1.0,1.0,0.39291666666666664
hardened_v3,50,44,normal_staggered,attack_new_os,known,warn,0.0,1.0,0.18583333333333338
hardened_v3,50,44,normal_staggered,attack_off_hours,known,warn,0.0,1.0,0.2691666666666667
hardened_v3,50,44,normal_staggered,attack_failed_spike,known,challenge,1.0,1.0,0.6716666666666667
hardened_v3,50,44,normal_staggered,attack_login_velocity,known,challenge,1.0,1.0,0.6716666666666667
hardened_v3,50,44,normal_staggered,attack_concurrent_sessions,known,challenge,1.0,1.0,0.6216666666666667
hardened_v3,50,44,normal_staggered,attack_subsystem_lateral,known,challenge,1.0,1.0,0.9500000000000001
hardened_v3,50,44,normal_staggered,attack_new_passkey,known,challenge,1.0,1.0,0.6029166666666667
hardened_v3,50,44,normal_staggered,attack_permission_change,known,challenge,1.0,1.0,0.7583333333333333
hardened_v3,50,44,normal_staggered,attack_combined_ato,known,block,1.0,1.0,0.9800000000000001
hardened_v3,50,44,normal_staggered,attack_failed_near_threshold,evasive,challenge,1.0,1.0,0.39499999999999996
hardened_v3,50,44,normal_staggered,attack_velocity_near_threshold,evasive,challenge,1.0,1.0,0.31500000000000006
hardened_v3,50,44,normal_staggered,attack_concurrent_near_threshold,evasive,challenge,1.0,1.0,0.8316666666666669
hardened_v3,50,44,normal_staggered,attack_session_exfiltration,evasive,challenge,1.0,1.0,0.30000000000000004
hardened_v3,50,44,normal_staggered,attack_lateral_known_path,evasive,challenge,1.0,1.0,0.8450000000000002
hardened_v3,50,44,normal_staggered,attack_low_slow_ato,evasive,challenge,1.0,1.0,0.435
full_v2,50,44,normal_nat_burst,attack_new_device,known,challenge,1.0,1.0,0.8991666666666666
full_v2,50,44,normal_nat_burst,attack_new_ua_family,known,challenge,0.9166666666666666,0.9166666666666666,0.6262500000000001
full_v2,50,44,normal_nat_burst,attack_new_os,known,warn,0.0,1.0,0.42333333333333334
full_v2,50,44,normal_nat_burst,attack_off_hours,known,warn,0.0,1.0,0.27541666666666664
full_v2,50,44,normal_nat_burst,attack_failed_spike,known,challenge,1.0,1.0,0.5733333333333334
full_v2,50,44,normal_nat_burst,attack_login_velocity,known,challenge,1.0,1.0,0.5541666666666667
full_v2,50,44,normal_nat_burst,attack_concurrent_sessions,known,challenge,1.0,1.0,0.5233333333333333
full_v2,50,44,normal_nat_burst,attack_subsystem_lateral,known,challenge,0.5,0.5,0.5366666666666666
full_v2,50,44,normal_nat_burst,attack_new_passkey,known,challenge,1.0,1.0,0.6383333333333333
full_v2,50,44,normal_nat_burst,attack_permission_change,known,challenge,1.0,1.0,0.6558333333333334
full_v2,50,44,normal_nat_burst,attack_combined_ato,known,block,1.0,1.0,0.9708333333333333
full_v2,50,44,normal_nat_burst,attack_failed_near_threshold,evasive,challenge,0.0,0.0,0.15000000000000005
full_v2,50,44,normal_nat_burst,attack_velocity_near_threshold,evasive,challenge,0.0,0.0,0.04583333333333334
full_v2,50,44,normal_nat_burst,attack_concurrent_near_threshold,evasive,challenge,0.25,0.25,0.33166666666666667
full_v2,50,44,normal_nat_burst,attack_session_exfiltration,evasive,challenge,0.0,0.0,0.12916666666666668
full_v2,50,44,normal_nat_burst,attack_lateral_known_path,evasive,challenge,0.5833333333333334,0.5833333333333334,0.3458333333333334
full_v2,50,44,normal_nat_burst,attack_low_slow_ato,evasive,challenge,0.0,0.0,0.24750000000000005
hardened_v3,50,44,normal_nat_burst,attack_new_device,known,challenge,1.0,1.0,0.6762500000000001
hardened_v3,50,44,normal_nat_burst,attack_new_ua_family,known,challenge,1.0,1.0,0.39166666666666666
hardened_v3,50,44,normal_nat_burst,attack_new_os,known,warn,0.0,1.0,0.19166666666666665
hardened_v3,50,44,normal_nat_burst,attack_off_hours,known,warn,0.0,1.0,0.2816666666666667
hardened_v3,50,44,normal_nat_burst,attack_failed_spike,known,challenge,1.0,1.0,0.6825
hardened_v3,50,44,normal_nat_burst,attack_login_velocity,known,challenge,1.0,1.0,0.6749999999999999
hardened_v3,50,44,normal_nat_burst,attack_concurrent_sessions,known,challenge,1.0,1.0,0.6325
hardened_v3,50,44,normal_nat_burst,attack_subsystem_lateral,known,challenge,1.0,1.0,0.93
hardened_v3,50,44,normal_nat_burst,attack_new_passkey,known,challenge,1.0,1.0,0.6237499999999999
hardened_v3,50,44,normal_nat_burst,attack_permission_change,known,challenge,1.0,1.0,0.7766666666666667
hardened_v3,50,44,normal_nat_burst,attack_combined_ato,known,block,1.0,1.0,0.9800000000000001
hardened_v3,50,44,normal_nat_burst,attack_failed_near_threshold,evasive,challenge,0.8333333333333334,0.8333333333333334,0.38333333333333336
hardened_v3,50,44,normal_nat_burst,attack_velocity_near_threshold,evasive,challenge,0.8333333333333334,0.8333333333333334,0.2733333333333333
hardened_v3,50,44,normal_nat_burst,attack_concurrent_near_threshold,evasive,challenge,1.0,1.0,0.8450000000000002
hardened_v3,50,44,normal_nat_burst,attack_session_exfiltration,evasive,challenge,0.4166666666666667,0.4166666666666667,0.2916666666666667
hardened_v3,50,44,normal_nat_burst,attack_lateral_known_path,evasive,challenge,1.0,1.0,0.7899999999999999
hardened_v3,50,44,normal_nat_burst,attack_low_slow_ato,evasive,challenge,1.0,1.0,0.46833333333333327
full_v2,50,45,normal_staggered,attack_new_device,known,challenge,1.0,1.0,0.9616666666666668
full_v2,50,45,normal_staggered,attack_new_ua_family,known,challenge,0.9583333333333334,0.9583333333333334,0.6650000000000001
full_v2,50,45,normal_staggered,attack_new_os,known,warn,0.0,1.0,0.465
full_v2,50,45,normal_staggered,attack_off_hours,known,warn,0.0,1.0,0.33666666666666667
full_v2,50,45,normal_staggered,attack_failed_spike,known,challenge,1.0,1.0,0.6216666666666667
full_v2,50,45,normal_staggered,attack_login_velocity,known,challenge,1.0,1.0,0.6150000000000001
full_v2,50,45,normal_staggered,attack_concurrent_sessions,known,challenge,1.0,1.0,0.5791666666666667
full_v2,50,45,normal_staggered,attack_subsystem_lateral,known,challenge,0.6666666666666666,0.6666666666666666,0.6133333333333334
full_v2,50,45,normal_staggered,attack_new_passkey,known,challenge,1.0,1.0,0.6716666666666667
full_v2,50,45,normal_staggered,attack_permission_change,known,challenge,1.0,1.0,0.705
full_v2,50,45,normal_staggered,attack_combined_ato,known,block,1.0,1.0,1.0
full_v2,50,45,normal_staggered,attack_failed_near_threshold,evasive,challenge,0.0,0.0,0.15500000000000003
full_v2,50,45,normal_staggered,attack_velocity_near_threshold,evasive,challenge,0.0,0.0,0.10166666666666668
full_v2,50,45,normal_staggered,attack_concurrent_near_threshold,evasive,challenge,0.25,0.25,0.325
full_v2,50,45,normal_staggered,attack_session_exfiltration,evasive,challenge,0.0,0.0,0.155
full_v2,50,45,normal_staggered,attack_lateral_known_path,evasive,challenge,0.6666666666666666,0.6666666666666666,0.38999999999999996
full_v2,50,45,normal_staggered,attack_low_slow_ato,evasive,challenge,0.0,0.0,0.31
hardened_v3,50,45,normal_staggered,attack_new_device,known,challenge,1.0,1.0,0.6970833333333335
hardened_v3,50,45,normal_staggered,attack_new_ua_family,known,challenge,1.0,1.0,0.4066666666666667
hardened_v3,50,45,normal_staggered,attack_new_os,known,warn,0.0,1.0,0.19500000000000003
hardened_v3,50,45,normal_staggered,attack_off_hours,known,warn,0.0,1.0,0.28833333333333333
hardened_v3,50,45,normal_staggered,attack_failed_spike,known,challenge,1.0,1.0,0.6766666666666666
hardened_v3,50,45,normal_staggered,attack_login_velocity,known,challenge,1.0,1.0,0.6766666666666666
hardened_v3,50,45,normal_staggered,attack_concurrent_sessions,known,challenge,1.0,1.0,0.6341666666666667
hardened_v3,50,45,normal_staggered,attack_subsystem_lateral,known,challenge,1.0,1.0,0.9500000000000001
hardened_v3,50,45,normal_staggered,attack_new_passkey,known,challenge,1.0,1.0,0.6033333333333333
hardened_v3,50,45,normal_staggered,attack_permission_change,known,challenge,1.0,1.0,0.7599999999999999
hardened_v3,50,45,normal_staggered,attack_combined_ato,known,block,1.0,1.0,0.9800000000000001
hardened_v3,50,45,normal_staggered,attack_failed_near_threshold,evasive,challenge,0.9166666666666666,0.9166666666666666,0.3666666666666667
hardened_v3,50,45,normal_staggered,attack_velocity_near_threshold,evasive,challenge,0.9166666666666666,0.9166666666666666,0.3016666666666667
hardened_v3,50,45,normal_staggered,attack_concurrent_near_threshold,evasive,challenge,1.0,1.0,0.8166666666666669
hardened_v3,50,45,normal_staggered,attack_session_exfiltration,evasive,challenge,1.0,1.0,0.31
hardened_v3,50,45,normal_staggered,attack_lateral_known_path,evasive,challenge,1.0,1.0,0.8399999999999999
hardened_v3,50,45,normal_staggered,attack_low_slow_ato,evasive,challenge,1.0,1.0,0.45833333333333326
full_v2,50,45,normal_nat_burst,attack_new_device,known,challenge,1.0,1.0,0.9475000000000001
full_v2,50,45,normal_nat_burst,attack_new_ua_family,known,challenge,0.9583333333333334,0.9583333333333334,0.6625000000000002
full_v2,50,45,normal_nat_burst,attack_new_os,known,warn,0.0,1.0,0.4658333333333334
full_v2,50,45,normal_nat_burst,attack_off_hours,known,warn,0.0,1.0,0.2933333333333334
full_v2,50,45,normal_nat_burst,attack_failed_spike,known,challenge,1.0,1.0,0.5825
full_v2,50,45,normal_nat_burst,attack_login_velocity,known,challenge,1.0,1.0,0.5750000000000001
full_v2,50,45,normal_nat_burst,attack_concurrent_sessions,known,challenge,1.0,1.0,0.5433333333333333
full_v2,50,45,normal_nat_burst,attack_subsystem_lateral,known,challenge,0.4166666666666667,0.4166666666666667,0.5766666666666667
full_v2,50,45,normal_nat_burst,attack_new_passkey,known,challenge,1.0,1.0,0.6583333333333333
full_v2,50,45,normal_nat_burst,attack_permission_change,known,challenge,1.0,1.0,0.6766666666666666
full_v2,50,45,normal_nat_burst,attack_combined_ato,known,block,1.0,1.0,1.0
full_v2,50,45,normal_nat_burst,attack_failed_near_threshold,evasive,challenge,0.0,0.0,0.13583333333333333
full_v2,50,45,normal_nat_burst,attack_velocity_near_threshold,evasive,challenge,0.0,0.0,0.03166666666666667
full_v2,50,45,normal_nat_burst,attack_concurrent_near_threshold,evasive,challenge,0.08333333333333333,0.08333333333333333,0.2875
full_v2,50,45,normal_nat_burst,attack_session_exfiltration,evasive,challenge,0.0,0.0,0.11833333333333333
full_v2,50,45,normal_nat_burst,attack_lateral_known_path,evasive,challenge,0.5833333333333334,0.5833333333333334,0.3758333333333333
full_v2,50,45,normal_nat_burst,attack_low_slow_ato,evasive,challenge,0.0,0.0,0.2683333333333333
hardened_v3,50,45,normal_nat_burst,attack_new_device,known,challenge,1.0,1.0,0.74125
hardened_v3,50,45,normal_nat_burst,attack_new_ua_family,known,challenge,1.0,1.0,0.45583333333333337
hardened_v3,50,45,normal_nat_burst,attack_new_os,known,warn,0.0,1.0,0.25625000000000003
hardened_v3,50,45,normal_nat_burst,attack_off_hours,known,warn,0.0,1.0,0.2833333333333333
hardened_v3,50,45,normal_nat_burst,attack_failed_spike,known,challenge,1.0,1.0,0.6766666666666667
hardened_v3,50,45,normal_nat_burst,attack_login_velocity,known,challenge,1.0,1.0,0.665
hardened_v3,50,45,normal_nat_burst,attack_concurrent_sessions,known,challenge,1.0,1.0,0.63
hardened_v3,50,45,normal_nat_burst,attack_subsystem_lateral,known,challenge,1.0,1.0,0.93
hardened_v3,50,45,normal_nat_burst,attack_new_passkey,known,challenge,1.0,1.0,0.6749999999999999
hardened_v3,50,45,normal_nat_burst,attack_permission_change,known,challenge,1.0,1.0,0.7666666666666666
hardened_v3,50,45,normal_nat_burst,attack_combined_ato,known,block,1.0,1.0,0.9816666666666669
hardened_v3,50,45,normal_nat_burst,attack_failed_near_threshold,evasive,challenge,1.0,1.0,0.38999999999999996
hardened_v3,50,45,normal_nat_burst,attack_velocity_near_threshold,evasive,challenge,1.0,1.0,0.28
hardened_v3,50,45,normal_nat_burst,attack_concurrent_near_threshold,evasive,challenge,1.0,1.0,0.8266666666666668
hardened_v3,50,45,normal_nat_burst,attack_session_exfiltration,evasive,challenge,1.0,1.0,0.29500000000000004
hardened_v3,50,45,normal_nat_burst,attack_lateral_known_path,evasive,challenge,1.0,1.0,0.8400000000000002
hardened_v3,50,45,normal_nat_burst,attack_low_slow_ato,evasive,challenge,1.0,1.0,0.45833333333333326
full_v2,50,46,normal_staggered,attack_new_device,known,challenge,1.0,1.0,0.9241666666666667
full_v2,50,46,normal_staggered,attack_new_ua_family,known,challenge,0.75,0.75,0.6145833333333335
full_v2,50,46,normal_staggered,attack_new_os,known,warn,0.0,1.0,0.4320833333333334
full_v2,50,46,normal_staggered,attack_off_hours,known,warn,0.0,1.0,0.33125
full_v2,50,46,normal_staggered,attack_failed_spike,known,challenge,1.0,1.0,0.5954166666666667
full_v2,50,46,normal_staggered,attack_login_velocity,known,challenge,1.0,1.0,0.5866666666666667
full_v2,50,46,normal_staggered,attack_concurrent_sessions,known,challenge,1.0,1.0,0.5333333333333333
full_v2,50,46,normal_staggered,attack_subsystem_lateral,known,challenge,0.6666666666666666,0.6666666666666666,0.5720833333333334
full_v2,50,46,normal_staggered,attack_new_passkey,known,challenge,1.0,1.0,0.6483333333333333
full_v2,50,46,normal_staggered,attack_permission_change,known,challenge,1.0,1.0,0.6875
full_v2,50,46,normal_staggered,attack_combined_ato,known,block,1.0,1.0,1.0
full_v2,50,46,normal_staggered,attack_failed_near_threshold,evasive,challenge,0.0,0.0,0.17583333333333337
full_v2,50,46,normal_staggered,attack_velocity_near_threshold,evasive,challenge,0.0,0.0,0.09250000000000001
full_v2,50,46,normal_staggered,attack_concurrent_near_threshold,evasive,challenge,0.3333333333333333,0.3333333333333333,0.3308333333333333
full_v2,50,46,normal_staggered,attack_session_exfiltration,evasive,challenge,0.0,0.0,0.09833333333333334
full_v2,50,46,normal_staggered,attack_lateral_known_path,evasive,challenge,0.6666666666666666,0.6666666666666666,0.3658333333333334
full_v2,50,46,normal_staggered,attack_low_slow_ato,evasive,challenge,0.0,0.0,0.2916666666666667
hardened_v3,50,46,normal_staggered,attack_new_device,known,challenge,1.0,1.0,0.6783333333333333
hardened_v3,50,46,normal_staggered,attack_new_ua_family,known,challenge,1.0,1.0,0.3741666666666667
hardened_v3,50,46,normal_staggered,attack_new_os,known,warn,0.0,1.0,0.17125
hardened_v3,50,46,normal_staggered,attack_off_hours,known,warn,0.0,1.0,0.30291666666666667
hardened_v3,50,46,normal_staggered,attack_failed_spike,known,challenge,1.0,1.0,0.6900000000000001
hardened_v3,50,46,normal_staggered,attack_login_velocity,known,challenge,1.0,1.0,0.6900000000000001
hardened_v3,50,46,normal_staggered,attack_concurrent_sessions,known,challenge,1.0,1.0,0.625
hardened_v3,50,46,normal_staggered,attack_subsystem_lateral,known,challenge,1.0,1.0,0.96
hardened_v3,50,46,normal_staggered,attack_new_passkey,known,challenge,1.0,1.0,0.6075
hardened_v3,50,46,normal_staggered,attack_permission_change,known,challenge,1.0,1.0,0.7733333333333333
hardened_v3,50,46,normal_staggered,attack_combined_ato,known,block,1.0,1.0,0.9800000000000001
hardened_v3,50,46,normal_staggered,attack_failed_near_threshold,evasive,challenge,0.8333333333333334,0.8333333333333334,0.4033333333333333
hardened_v3,50,46,normal_staggered,attack_velocity_near_threshold,evasive,challenge,0.8333333333333334,0.8333333333333334,0.3083333333333333
hardened_v3,50,46,normal_staggered,attack_concurrent_near_threshold,evasive,challenge,1.0,1.0,0.8516666666666667
hardened_v3,50,46,normal_staggered,attack_session_exfiltration,evasive,challenge,0.9166666666666666,0.9166666666666666,0.31666666666666665
hardened_v3,50,46,normal_staggered,attack_lateral_known_path,evasive,challenge,1.0,1.0,0.8399999999999999
hardened_v3,50,46,normal_staggered,attack_low_slow_ato,evasive,challenge,1.0,1.0,0.4716666666666666
full_v2,50,46,normal_nat_burst,attack_new_device,known,challenge,1.0,1.0,0.9550000000000001
full_v2,50,46,normal_nat_burst,attack_new_ua_family,known,challenge,0.9166666666666666,0.9166666666666666,0.6583333333333335
full_v2,50,46,normal_nat_burst,attack_new_os,known,warn,0.0,1.0,0.4541666666666668
full_v2,50,46,normal_nat_burst,attack_off_hours,known,warn,0.0,1.0,0.27
full_v2,50,46,normal_nat_burst,attack_failed_spike,known,challenge,1.0,1.0,0.5975
full_v2,50,46,normal_nat_burst,attack_login_velocity,known,challenge,1.0,1.0,0.5825
full_v2,50,46,normal_nat_burst,attack_concurrent_sessions,known,challenge,1.0,1.0,0.5325000000000001
full_v2,50,46,normal_nat_burst,attack_subsystem_lateral,known,challenge,0.5,0.5,0.6033333333333334
full_v2,50,46,normal_nat_burst,attack_new_passkey,known,challenge,1.0,1.0,0.64
full_v2,50,46,normal_nat_burst,attack_permission_change,known,challenge,1.0,1.0,0.6916666666666665
full_v2,50,46,normal_nat_burst,attack_combined_ato,known,block,1.0,1.0,0.9958333333333332
full_v2,50,46,normal_nat_burst,attack_failed_near_threshold,evasive,challenge,0.0,0.0,0.13333333333333333
full_v2,50,46,normal_nat_burst,attack_velocity_near_threshold,evasive,challenge,0.0,0.0,0.05083333333333334
full_v2,50,46,normal_nat_burst,attack_concurrent_near_threshold,evasive,challenge,0.08333333333333333,0.08333333333333333,0.325
full_v2,50,46,normal_nat_burst,attack_session_exfiltration,evasive,challenge,0.0,0.0,0.05666666666666668
full_v2,50,46,normal_nat_burst,attack_lateral_known_path,evasive,challenge,0.6666666666666666,0.6666666666666666,0.41
full_v2,50,46,normal_nat_burst,attack_low_slow_ato,evasive,challenge,0.0,0.0,0.26333333333333336
hardened_v3,50,46,normal_nat_burst,attack_new_device,known,challenge,1.0,1.0,0.7520833333333333
hardened_v3,50,46,normal_nat_burst,attack_new_ua_family,known,challenge,1.0,1.0,0.4520833333333334
hardened_v3,50,46,normal_nat_burst,attack_new_os,known,warn,0.0,1.0,0.24208333333333334
hardened_v3,50,46,normal_nat_burst,attack_off_hours,known,warn,0.0,1.0,0.2775
hardened_v3,50,46,normal_nat_burst,attack_failed_spike,known,challenge,1.0,1.0,0.6691666666666668
hardened_v3,50,46,normal_nat_burst,attack_login_velocity,known,challenge,1.0,1.0,0.6541666666666667
hardened_v3,50,46,normal_nat_burst,attack_concurrent_sessions,known,challenge,1.0,1.0,0.6041666666666666
hardened_v3,50,46,normal_nat_burst,attack_subsystem_lateral,known,challenge,1.0,1.0,0.93
hardened_v3,50,46,normal_nat_burst,attack_new_passkey,known,challenge,1.0,1.0,0.6183333333333333
hardened_v3,50,46,normal_nat_burst,attack_permission_change,known,challenge,1.0,1.0,0.7633333333333333
hardened_v3,50,46,normal_nat_burst,attack_combined_ato,known,block,1.0,1.0,0.9816666666666669
hardened_v3,50,46,normal_nat_burst,attack_failed_near_threshold,evasive,challenge,1.0,1.0,0.36333333333333334
hardened_v3,50,46,normal_nat_burst,attack_velocity_near_threshold,evasive,challenge,1.0,1.0,0.27499999999999997
hardened_v3,50,46,normal_nat_burst,attack_concurrent_near_threshold,evasive,challenge,1.0,1.0,0.8216666666666667
hardened_v3,50,46,normal_nat_burst,attack_session_exfiltration,evasive,challenge,1.0,1.0,0.27499999999999997
hardened_v3,50,46,normal_nat_burst,attack_lateral_known_path,evasive,challenge,1.0,1.0,0.84
hardened_v3,50,46,normal_nat_burst,attack_low_slow_ato,evasive,challenge,1.0,1.0,0.43999999999999995
full_v2,100,42,normal_staggered,attack_new_device,known,challenge,1.0,1.0,0.9595833333333333
full_v2,100,42,normal_staggered,attack_new_ua_family,known,challenge,0.9583333333333334,0.9583333333333334,0.6691666666666668
full_v2,100,42,normal_staggered,attack_new_os,known,warn,0.0,1.0,0.46833333333333343
full_v2,100,42,normal_staggered,attack_off_hours,known,warn,0.0,1.0,0.29833333333333334
full_v2,100,42,normal_staggered,attack_failed_spike,known,challenge,1.0,1.0,0.58
full_v2,100,42,normal_staggered,attack_login_velocity,known,challenge,1.0,1.0,0.5933333333333334
full_v2,100,42,normal_staggered,attack_concurrent_sessions,known,challenge,1.0,1.0,0.5508333333333334
full_v2,100,42,normal_staggered,attack_subsystem_lateral,known,challenge,0.6666666666666666,0.6666666666666666,0.5766666666666667
full_v2,100,42,normal_staggered,attack_new_passkey,known,challenge,1.0,1.0,0.65
full_v2,100,42,normal_staggered,attack_permission_change,known,challenge,1.0,1.0,0.6366666666666667
full_v2,100,42,normal_staggered,attack_combined_ato,known,block,1.0,1.0,1.0
full_v2,100,42,normal_staggered,attack_failed_near_threshold,evasive,challenge,0.0,0.0,0.08166666666666667
full_v2,100,42,normal_staggered,attack_velocity_near_threshold,evasive,challenge,0.0,0.0,0.06916666666666667
full_v2,100,42,normal_staggered,attack_concurrent_near_threshold,evasive,challenge,0.25,0.25,0.33749999999999997
full_v2,100,42,normal_staggered,attack_session_exfiltration,evasive,challenge,0.0,0.0,0.17166666666666666
full_v2,100,42,normal_staggered,attack_lateral_known_path,evasive,challenge,0.6666666666666666,0.6666666666666666,0.38000000000000006
full_v2,100,42,normal_staggered,attack_low_slow_ato,evasive,challenge,0.0,0.0,0.2733333333333333
hardened_v3,100,42,normal_staggered,attack_new_device,known,challenge,1.0,1.0,0.7191666666666667
hardened_v3,100,42,normal_staggered,attack_new_ua_family,known,challenge,1.0,1.0,0.4266666666666667
hardened_v3,100,42,normal_staggered,attack_new_os,known,warn,0.0,1.0,0.20958333333333337
hardened_v3,100,42,normal_staggered,attack_off_hours,known,warn,0.0,1.0,0.2691666666666666
hardened_v3,100,42,normal_staggered,attack_failed_spike,known,challenge,1.0,1.0,0.6533333333333333
hardened_v3,100,42,normal_staggered,attack_login_velocity,known,challenge,1.0,1.0,0.6666666666666666
hardened_v3,100,42,normal_staggered,attack_concurrent_sessions,known,challenge,1.0,1.0,0.6241666666666666
hardened_v3,100,42,normal_staggered,attack_subsystem_lateral,known,challenge,1.0,1.0,0.96
hardened_v3,100,42,normal_staggered,attack_new_passkey,known,challenge,1.0,1.0,0.60875
hardened_v3,100,42,normal_staggered,attack_permission_change,known,challenge,1.0,1.0,0.7033333333333333
hardened_v3,100,42,normal_staggered,attack_combined_ato,known,block,1.0,1.0,0.9800000000000001
hardened_v3,100,42,normal_staggered,attack_failed_near_threshold,evasive,challenge,0.9166666666666666,0.9166666666666666,0.31166666666666665
hardened_v3,100,42,normal_staggered,attack_velocity_near_threshold,evasive,challenge,0.9166666666666666,0.9166666666666666,0.2816666666666667
hardened_v3,100,42,normal_staggered,attack_concurrent_near_threshold,evasive,challenge,1.0,1.0,0.8166666666666665
hardened_v3,100,42,normal_staggered,attack_session_exfiltration,evasive,challenge,0.9166666666666666,0.9166666666666666,0.33
hardened_v3,100,42,normal_staggered,attack_lateral_known_path,evasive,challenge,1.0,1.0,0.8483333333333335
hardened_v3,100,42,normal_staggered,attack_low_slow_ato,evasive,challenge,1.0,1.0,0.4533333333333333
full_v2,100,42,normal_nat_burst,attack_new_device,known,challenge,1.0,1.0,0.9475000000000001
full_v2,100,42,normal_nat_burst,attack_new_ua_family,known,challenge,1.0,1.0,0.6733333333333335
full_v2,100,42,normal_nat_burst,attack_new_os,known,warn,0.0,1.0,0.4733333333333334
full_v2,100,42,normal_nat_burst,attack_off_hours,known,warn,0.0,1.0,0.28750000000000003
full_v2,100,42,normal_nat_burst,attack_failed_spike,known,challenge,1.0,1.0,0.62
full_v2,100,42,normal_nat_burst,attack_login_velocity,known,challenge,1.0,1.0,0.6183333333333333
full_v2,100,42,normal_nat_burst,attack_concurrent_sessions,known,challenge,1.0,1.0,0.5650000000000001
full_v2,100,42,normal_nat_burst,attack_subsystem_lateral,known,challenge,0.75,0.75,0.59
full_v2,100,42,normal_nat_burst,attack_new_passkey,known,challenge,1.0,1.0,0.6791666666666666
full_v2,100,42,normal_nat_burst,attack_permission_change,known,challenge,1.0,1.0,0.6516666666666667
full_v2,100,42,normal_nat_burst,attack_combined_ato,known,block,1.0,1.0,1.0
full_v2,100,42,normal_nat_burst,attack_failed_near_threshold,evasive,challenge,0.0,0.0,0.12666666666666668
full_v2,100,42,normal_nat_burst,attack_velocity_near_threshold,evasive,challenge,0.0,0.0,0.08166666666666667
full_v2,100,42,normal_nat_burst,attack_concurrent_near_threshold,evasive,challenge,0.4166666666666667,0.4166666666666667,0.36166666666666664
full_v2,100,42,normal_nat_burst,attack_session_exfiltration,evasive,challenge,0.0,0.0,0.19000000000000003
full_v2,100,42,normal_nat_burst,attack_lateral_known_path,evasive,challenge,0.75,0.75,0.4216666666666667
full_v2,100,42,normal_nat_burst,attack_low_slow_ato,evasive,challenge,0.0,0.0,0.2941666666666667
hardened_v3,100,42,normal_nat_burst,attack_new_device,known,challenge,1.0,1.0,0.7375000000000002
hardened_v3,100,42,normal_nat_burst,attack_new_ua_family,known,challenge,1.0,1.0,0.45416666666666666
hardened_v3,100,42,normal_nat_burst,attack_new_os,known,warn,0.0,1.0,0.25708333333333333
hardened_v3,100,42,normal_nat_burst,attack_off_hours,known,warn,0.0,1.0,0.3095833333333333
hardened_v3,100,42,normal_nat_burst,attack_failed_spike,known,challenge,1.0,1.0,0.6966666666666667
hardened_v3,100,42,normal_nat_burst,attack_login_velocity,known,challenge,1.0,1.0,0.695
hardened_v3,100,42,normal_nat_burst,attack_concurrent_sessions,known,challenge,1.0,1.0,0.6449999999999999
hardened_v3,100,42,normal_nat_burst,attack_subsystem_lateral,known,challenge,1.0,1.0,0.9700000000000001
hardened_v3,100,42,normal_nat_burst,attack_new_passkey,known,challenge,1.0,1.0,0.6733333333333333
hardened_v3,100,42,normal_nat_burst,attack_permission_change,known,challenge,1.0,1.0,0.7316666666666666
hardened_v3,100,42,normal_nat_burst,attack_combined_ato,known,block,1.0,1.0,0.9800000000000001
hardened_v3,100,42,normal_nat_burst,attack_failed_near_threshold,evasive,challenge,1.0,1.0,0.365
hardened_v3,100,42,normal_nat_burst,attack_velocity_near_threshold,evasive,challenge,1.0,1.0,0.32
hardened_v3,100,42,normal_nat_burst,attack_concurrent_near_threshold,evasive,challenge,1.0,1.0,0.8800000000000002
hardened_v3,100,42,normal_nat_burst,attack_session_exfiltration,evasive,challenge,1.0,1.0,0.39833333333333326
hardened_v3,100,42,normal_nat_burst,attack_lateral_known_path,evasive,challenge,1.0,1.0,0.8783333333333335
hardened_v3,100,42,normal_nat_burst,attack_low_slow_ato,evasive,challenge,1.0,1.0,0.4966666666666666
full_v2,100,43,normal_staggered,attack_new_device,known,challenge,1.0,1.0,0.9616666666666668
full_v2,100,43,normal_staggered,attack_new_ua_family,known,challenge,0.9583333333333334,0.9583333333333334,0.6650000000000001
full_v2,100,43,normal_staggered,attack_new_os,known,warn,0.0,1.0,0.465
full_v2,100,43,normal_staggered,attack_off_hours,known,warn,0.0,1.0,0.32166666666666666
full_v2,100,43,normal_staggered,attack_failed_spike,known,challenge,1.0,1.0,0.6066666666666667
full_v2,100,43,normal_staggered,attack_login_velocity,known,challenge,1.0,1.0,0.62
full_v2,100,43,normal_staggered,attack_concurrent_sessions,known,challenge,1.0,1.0,0.57
full_v2,100,43,normal_staggered,attack_subsystem_lateral,known,challenge,0.75,0.75,0.6233333333333334
full_v2,100,43,normal_staggered,attack_new_passkey,known,challenge,1.0,1.0,0.67
