stage,dataset_size,seed,normal_scenario,sequence_fit_count,sequence_calibration_count,warn_threshold,challenge_threshold,tp,fp,tn,fn,precision,event_challenge_recall,f1,roc_auc,pr_auc,challenge_fpr,warn_fpr,block_fpr,sequence_detection_rate,preobjective_detection_rate,objective_detection_rate,median_time_to_detect_phase,flagged_poison_rejection_rate,normal_count,attack_phase_count,attack_sequence_count
sequence_model_v5,1000,42,normal_nat_burst,7164,2400,0.6181598304029973,0.6893796125298313,20,7,2393,252,0.7407407407407407,0.07352941176470588,0.13377926421404682,0.8697579656862746,0.5245283062234067,0.002916666666666667,0.014583333333333334,0.0004166666666666667,0.25,0.058823529411764705,0.19117647058823528,5.0,1.0,2400,272,68
hardened_v3_event,1000,43,normal_staggered,7164,2400,0.6590378789879845,0.7478423830857484,1,2,2398,271,0.3333333333333333,0.003676470588235294,0.007272727272727274,0.8265134803921569,0.50257595895257,0.0008333333333333334,0.0016666666666666668,0.0004166666666666667,0.014705882352941176,0.014705882352941176,0.0,5.0,1.0,2400,272,68
sequence_model_v5,1000,43,normal_staggered,7164,2400,0.6590378789879845,0.7478423830857484,13,4,2396,259,0.7647058823529411,0.04779411764705882,0.08996539792387542,0.7667516850490197,0.3531486495088786,0.0016666666666666668,0.010416666666666666,0.0004166666666666667,0.19117647058823528,0.014705882352941176,0.17647058823529413,5.0,1.0,2400,272,68
hardened_v3_event,1000,43,normal_nat_burst,7164,2400,0.6541249114960705,0.7212363933341327,0,6,2394,272,0.0,0.0,0.0,0.9113304227941177,0.6647993536281476,0.0025,0.0025,0.0008333333333333334,0.0,0.0,0.0,5.0,1.0,2400,272,68
sequence_model_v5,1000,43,normal_nat_burst,7164,2400,0.6541249114960705,0.7212363933341327,2,7,2393,270,0.2222222222222222,0.007352941176470588,0.014234875444839857,0.886859681372549,0.563967135158319,0.002916666666666667,0.006666666666666667,0.0008333333333333334,0.029411764705882353,0.014705882352941176,0.014705882352941176,5.0,1.0,2400,272,68
hardened_v3_event,1000,44,normal_staggered,7164,2400,0.6604108767264432,0.7354815759203504,0,5,2395,272,0.0,0.0,0.0,0.769227175245098,0.4105184352996709,0.0020833333333333333,0.0020833333333333333,0.00125,0.0,0.0,0.0,5.0,1.0,2400,272,68
sequence_model_v5,1000,44,normal_staggered,7164,2400,0.6604108767264432,0.7354815759203504,12,5,2395,260,0.7058823529411765,0.04411764705882353,0.08304498269896195,0.8106150428921568,0.37922841987458383,0.0020833333333333333,0.005833333333333334,0.00125,0.17647058823529413,0.0,0.17647058823529413,5.0,1.0,2400,272,68
hardened_v3_event,1000,44,normal_nat_burst,7164,2400,0.6346988704689531,0.7228859038913911,0,8,2392,272,0.0,0.0,0.0,0.8982276348039216,0.6282626218877436,0.0033333333333333335,0.0033333333333333335,0.0004166666666666667,0.0,0.0,0.0,5.0,1.0,2400,272,68
sequence_model_v5,1000,44,normal_nat_burst,7164,2400,0.6346988704689531,0.7228859038913911,24,8,2392,248,0.75,0.08823529411764706,0.15789473684210525,0.8944638480392156,0.5938885485019066,0.0033333333333333335,0.0075,0.0004166666666666667,0.3235294117647059,0.1323529411764706,0.22058823529411764,5.0,1.0,2400,272,68
hardened_v3_event,1000,45,normal_staggered,7164,2400,0.6796091269860606,0.745346771466246,1,1,2399,271,0.5,0.003676470588235294,0.0072992700729927005,0.8313304227941176,0.5111879960559799,0.0004166666666666667,0.0004166666666666667,0.0,0.014705882352941176,0.0,0.014705882352941176,5.0,1.0,2400,272,68
sequence_model_v5,1000,45,normal_staggered,7164,2400,0.6796091269860606,0.745346771466246,1,2,2398,271,0.3333333333333333,0.003676470588235294,0.007272727272727274,0.7760393688725491,0.3529645109291931,0.0008333333333333334,0.004166666666666667,0.0,0.014705882352941176,0.0,0.014705882352941176,5.0,1.0,2400,272,68
hardened_v3_event,1000,45,normal_nat_burst,7164,2400,0.6382663406490127,0.7012521834913505,0,4,2396,272,0.0,0.0,0.0,0.8788066789215686,0.588831656795471,0.0016666666666666668,0.0016666666666666668,0.0,0.0,0.0,0.0,5.0,1.0,2400,272,68
sequence_model_v5,1000,45,normal_nat_burst,7164,2400,0.6382663406490127,0.7012521834913505,12,5,2395,260,0.7058823529411765,0.04411764705882353,0.08304498269896195,0.8655070465686274,0.5489160393615928,0.0020833333333333333,0.00875,0.0,0.17647058823529413,0.0,0.17647058823529413,5.0,1.0,2400,272,68
hardened_v3_event,1000,46,normal_staggered,7164,2400,0.672429630712937,0.7553261738746451,0,0,2400,272,0.0,0.0,0.0,0.7623636642156861,0.445007803310023,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2400,272,68
sequence_model_v5,1000,46,normal_staggered,7164,2400,0.672429630712937,0.7553261738746451,12,0,2400,260,1.0,0.04411764705882353,0.08450704225352113,0.7789698223039214,0.3834354009745276,0.0,0.005416666666666667,0.0,0.17647058823529413,0.0,0.17647058823529413,5.0,1.0,2400,272,68
hardened_v3_event,1000,46,normal_nat_burst,7164,2400,0.6301519199980311,0.6939725386319948,0,6,2394,272,0.0,0.0,0.0,0.8802098651960785,0.5940353515425738,0.0025,0.0025,0.0,0.0,0.0,0.0,5.0,1.0,2400,272,68
sequence_model_v5,1000,46,normal_nat_burst,7164,2400,0.6301519199980311,0.6939725386319948,16,6,2394,256,0.7272727272727273,0.058823529411764705,0.10884353741496598,0.8695802696078433,0.548076075832742,0.0025,0.007916666666666667,0.0,0.23529411764705882,0.058823529411764705,0.17647058823529413,5.0,1.0,2400,272,68
hardened_v3_event,5000,42,normal_staggered,35964,12000,0.6696069968798543,0.7506395781854232,0,18,11982,272,0.0,0.0,0.0,0.719100643382353,0.13411847000301602,0.0015,0.0020833333333333333,0.0005,0.0,0.0,0.0,5.0,1.0,12000,272,68
sequence_model_v5,5000,42,normal_staggered,35964,12000,0.6696069968798543,0.7506395781854232,12,23,11977,260,0.34285714285714286,0.04411764705882353,0.07817589576547232,0.8138417585784312,0.12675810674931934,0.0019166666666666666,0.009916666666666667,0.0005,0.17647058823529413,0.0,0.17647058823529413,5.0,1.0,12000,272,68
hardened_v3_event,5000,42,normal_nat_burst,35964,12000,0.6480154179663534,0.7183400507855091,0,23,11977,272,0.0,0.0,0.0,0.917795955882353,0.429067882365303,0.0019166666666666666,0.0019166666666666666,0.00016666666666666666,0.0,0.0,0.0,5.0,1.0,12000,272,68
sequence_model_v5,5000,42,normal_nat_burst,35964,12000,0.6480154179663534,0.7183400507855091,15,24,11976,257,0.38461538461538464,0.05514705882352941,0.09646302250803859,0.874716911764706,0.2283168468779437,0.002,0.008083333333333333,0.00016666666666666666,0.22058823529411764,0.04411764705882353,0.17647058823529413,5.0,1.0,12000,272,68
hardened_v3_event,5000,43,normal_staggered,35964,12000,0.6662835807813638,0.7436853137606464,0,17,11983,272,0.0,0.0,0.0,0.7965859375,0.22420495850817818,0.0014166666666666668,0.0015833333333333333,0.0004166666666666667,0.0,0.0,0.0,5.0,1.0,12000,272,68
sequence_model_v5,5000,43,normal_staggered,35964,12000,0.6662835807813638,0.7436853137606464,12,20,11980,260,0.375,0.04411764705882353,0.07894736842105263,0.7822896752450981,0.11062639141246758,0.0016666666666666668,0.009,0.0004166666666666667,0.17647058823529413,0.0,0.17647058823529413,5.0,1.0,12000,272,68
hardened_v3_event,5000,43,normal_nat_burst,35964,12000,0.6439540598487721,0.718730523283044,0,23,11977,272,0.0,0.0,0.0,0.9068477328431372,0.40274300240163075,0.0019166666666666666,0.0019166666666666666,0.0004166666666666667,0.0,0.0,0.0,5.0,1.0,12000,272,68
sequence_model_v5,5000,43,normal_nat_burst,35964,12000,0.6439540598487721,0.718730523283044,15,30,11970,257,0.3333333333333333,0.05514705882352941,0.0946372239747634,0.8648098958333332,0.25742783263156543,0.0025,0.0075,0.0004166666666666667,0.22058823529411764,0.04411764705882353,0.17647058823529413,5.0,1.0,12000,272,68
hardened_v3_event,5000,44,normal_staggered,35964,12000,0.6611845361928186,0.7392472809029504,2,19,11981,270,0.09523809523809523,0.007352941176470588,0.0136518771331058,0.7847840073529411,0.17700913617508207,0.0015833333333333333,0.0015833333333333333,0.00025,0.029411764705882353,0.014705882352941176,0.014705882352941176,5.0,1.0,12000,272,68
sequence_model_v5,5000,44,normal_staggered,35964,12000,0.6611845361928186,0.7392472809029504,13,22,11978,259,0.37142857142857144,0.04779411764705882,0.08469055374592833,0.799446231617647,0.1320782971120284,0.0018333333333333333,0.00775,0.00025,0.19117647058823528,0.014705882352941176,0.17647058823529413,5.0,1.0,12000,272,68
hardened_v3_event,5000,44,normal_nat_burst,35964,12000,0.6442715535131086,0.7151851715704023,0,16,11984,272,0.0,0.0,0.0,0.8994018075980392,0.37921788586368765,0.0013333333333333333,0.0013333333333333333,0.0005833333333333334,0.0,0.0,0.0,5.0,1.0,12000,272,68
sequence_model_v5,5000,44,normal_nat_burst,35964,12000,0.6442715535131086,0.7151851715704023,27,17,11983,245,0.6136363636363636,0.09926470588235294,0.17088607594936708,0.8700937500000001,0.26952104483211675,0.0014166666666666668,0.00875,0.0005833333333333334,0.3088235294117647,0.10294117647058823,0.29411764705882354,5.0,1.0,12000,272,68
hardened_v3_event,5000,45,normal_staggered,35964,12000,0.6633718304457723,0.735714758722981,0,20,11980,272,0.0,0.0,0.0,0.7489375,0.1462109986245706,0.0016666666666666668,0.0018333333333333333,0.0008333333333333334,0.0,0.0,0.0,5.0,1.0,12000,272,68
sequence_model_v5,5000,45,normal_staggered,35964,12000,0.6633718304457723,0.735714758722981,12,27,11973,260,0.3076923076923077,0.04411764705882353,0.07717041800643087,0.7346597732843138,0.09479185221289882,0.00225,0.009083333333333334,0.0008333333333333334,0.17647058823529413,0.0,0.17647058823529413,5.0,1.0,12000,272,68
hardened_v3_event,5000,45,normal_nat_burst,35964,12000,0.6483235442643946,0.7179222802523892,0,12,11988,272,0.0,0.0,0.0,0.9059148284313725,0.4227143166290068,0.001,0.001,0.00016666666666666666,0.0,0.0,0.0,5.0,1.0,12000,272,68
sequence_model_v5,5000,45,normal_nat_burst,35964,12000,0.6483235442643946,0.7179222802523892,13,19,11981,259,0.40625,0.04779411764705882,0.08552631578947369,0.8697846200980394,0.25196279566607377,0.0015833333333333333,0.007333333333333333,0.00016666666666666666,0.19117647058823528,0.014705882352941176,0.17647058823529413,5.0,1.0,12000,272,68
hardened_v3_event,5000,46,normal_staggered,35964,12000,0.6685180442858873,0.7448317249638069,0,15,11985,272,0.0,0.0,0.0,0.7945329350490196,0.17594886924557698,0.00125,0.0013333333333333333,0.00025,0.0,0.0,0.0,5.0,1.0,12000,272,68
sequence_model_v5,5000,46,normal_staggered,35964,12000,0.6685180442858873,0.7448317249638069,12,23,11977,260,0.34285714285714286,0.04411764705882353,0.07817589576547232,0.8044767156862744,0.11699066853381777,0.0019166666666666666,0.007333333333333333,0.00025,0.17647058823529413,0.0,0.17647058823529413,5.0,1.0,12000,272,68
hardened_v3_event,5000,46,normal_nat_burst,35964,12000,0.6467955157044063,0.724180944868076,0,16,11984,272,0.0,0.0,0.0,0.8958932291666666,0.38168333247923353,0.0013333333333333333,0.0013333333333333333,0.00025,0.0,0.0,0.0,5.0,1.0,12000,272,68
sequence_model_v5,5000,46,normal_nat_burst,35964,12000,0.6467955157044063,0.724180944868076,18,25,11975,254,0.4186046511627907,0.0661764705882353,0.1142857142857143,0.8543333333333334,0.24588544650784855,0.0020833333333333333,0.00875,0.00025,0.2647058823529412,0.014705882352941176,0.25,5.0,1.0,12000,272,68
