stage,dataset_size,seed,normal_scenario,attack_type,tp,fp,tn,fn,precision,event_challenge_recall,f1,roc_auc,pr_auc,sequence_detection_rate,preobjective_detection_rate,objective_detection_rate,median_time_to_detect_phase,flagged_poison_rejection_rate,attack_phase_count,attack_sequence_count
sequence_model_v5,50,43,normal_staggered,stealth_mimicry_ato,4,0,0,44,1.0,0.08333333333333333,0.15384615384615385,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,5.0,0.0,48,12
sequence_model_v5,50,43,normal_staggered,slow_credential_probe,14,0,0,34,1.0,0.2916666666666667,0.45161290322580644,0.0,0.0,0.9166666666666666,0.25,0.9166666666666666,4.0,0.0,48,12
sequence_model_v5,50,43,normal_staggered,session_replay_chain,25,0,0,23,1.0,0.5208333333333334,0.684931506849315,0.0,0.0,1.0,1.0,1.0,3.0,0.0,48,12
sequence_model_v5,50,43,normal_staggered,gradual_exfiltration,1,0,0,47,1.0,0.020833333333333332,0.04081632653061225,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,5.0,0.0,48,12
sequence_model_v5,50,43,normal_staggered,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
sequence_model_v5,50,43,normal_staggered,profile_poisoning_chain,13,0,0,35,1.0,0.2708333333333333,0.4262295081967213,0.0,0.0,0.75,0.6666666666666666,0.16666666666666666,2.5,1.0,48,12
hardened_v3_event,50,43,normal_nat_burst,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,43,normal_nat_burst,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,43,normal_nat_burst,session_replay_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,43,normal_nat_burst,gradual_exfiltration,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,43,normal_nat_burst,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
hardened_v3_event,50,43,normal_nat_burst,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
sequence_model_v5,50,43,normal_nat_burst,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,50,43,normal_nat_burst,slow_credential_probe,13,0,0,35,1.0,0.2708333333333333,0.4262295081967213,0.0,0.0,0.5833333333333334,0.5,0.5833333333333334,3.5,0.0,48,12
sequence_model_v5,50,43,normal_nat_burst,session_replay_chain,12,0,0,36,1.0,0.25,0.4,0.0,0.0,1.0,0.0,1.0,4.0,0.0,48,12
sequence_model_v5,50,43,normal_nat_burst,gradual_exfiltration,2,0,0,46,1.0,0.041666666666666664,0.07999999999999999,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,5.0,0.0,48,12
sequence_model_v5,50,43,normal_nat_burst,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
sequence_model_v5,50,43,normal_nat_burst,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
hardened_v3_event,50,44,normal_staggered,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,44,normal_staggered,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,44,normal_staggered,session_replay_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,44,normal_staggered,gradual_exfiltration,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,44,normal_staggered,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
hardened_v3_event,50,44,normal_staggered,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
sequence_model_v5,50,44,normal_staggered,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,50,44,normal_staggered,slow_credential_probe,20,0,0,28,1.0,0.4166666666666667,0.5882352941176471,0.0,0.0,1.0,0.6666666666666666,1.0,3.0,0.0,48,12
sequence_model_v5,50,44,normal_staggered,session_replay_chain,24,0,0,24,1.0,0.5,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,3.0,0.0,48,12
sequence_model_v5,50,44,normal_staggered,gradual_exfiltration,1,0,0,47,1.0,0.020833333333333332,0.04081632653061225,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,5.0,0.0,48,12
sequence_model_v5,50,44,normal_staggered,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
sequence_model_v5,50,44,normal_staggered,profile_poisoning_chain,3,0,0,45,1.0,0.0625,0.11764705882352941,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,5.0,1.0,48,12
hardened_v3_event,50,44,normal_nat_burst,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,44,normal_nat_burst,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,44,normal_nat_burst,session_replay_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,44,normal_nat_burst,gradual_exfiltration,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,44,normal_nat_burst,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
hardened_v3_event,50,44,normal_nat_burst,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
sequence_model_v5,50,44,normal_nat_burst,stealth_mimicry_ato,1,0,0,47,1.0,0.020833333333333332,0.04081632653061225,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,5.0,0.0,48,12
sequence_model_v5,50,44,normal_nat_burst,slow_credential_probe,2,0,0,46,1.0,0.041666666666666664,0.07999999999999999,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,5.0,0.0,48,12
sequence_model_v5,50,44,normal_nat_burst,session_replay_chain,13,0,0,35,1.0,0.2708333333333333,0.4262295081967213,0.0,0.0,1.0,0.08333333333333333,1.0,4.0,0.0,48,12
sequence_model_v5,50,44,normal_nat_burst,gradual_exfiltration,1,0,0,47,1.0,0.020833333333333332,0.04081632653061225,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,5.0,0.0,48,12
sequence_model_v5,50,44,normal_nat_burst,distributed_lateral_drift,8,0,0,24,1.0,0.25,0.4,0.0,0.0,0.75,0.25,0.75,4.0,0.0,32,8
sequence_model_v5,50,44,normal_nat_burst,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
hardened_v3_event,50,45,normal_staggered,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,45,normal_staggered,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,45,normal_staggered,session_replay_chain,1,0,0,47,1.0,0.020833333333333332,0.04081632653061225,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,5.0,0.0,48,12
hardened_v3_event,50,45,normal_staggered,gradual_exfiltration,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,45,normal_staggered,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
hardened_v3_event,50,45,normal_staggered,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
sequence_model_v5,50,45,normal_staggered,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,50,45,normal_staggered,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,50,45,normal_staggered,session_replay_chain,15,0,0,33,1.0,0.3125,0.47619047619047616,0.0,0.0,1.0,0.25,1.0,4.0,0.0,48,12
sequence_model_v5,50,45,normal_staggered,gradual_exfiltration,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,50,45,normal_staggered,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
sequence_model_v5,50,45,normal_staggered,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
hardened_v3_event,50,45,normal_nat_burst,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,45,normal_nat_burst,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,45,normal_nat_burst,session_replay_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,45,normal_nat_burst,gradual_exfiltration,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,45,normal_nat_burst,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
hardened_v3_event,50,45,normal_nat_burst,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
sequence_model_v5,50,45,normal_nat_burst,stealth_mimicry_ato,17,0,0,31,1.0,0.3541666666666667,0.5230769230769231,0.0,0.0,0.9166666666666666,0.4166666666666667,0.9166666666666666,4.0,0.0,48,12
sequence_model_v5,50,45,normal_nat_burst,slow_credential_probe,34,0,0,14,1.0,0.7083333333333334,0.8292682926829268,0.0,0.0,1.0,1.0,1.0,2.0,0.0,48,12
sequence_model_v5,50,45,normal_nat_burst,session_replay_chain,12,0,0,36,1.0,0.25,0.4,0.0,0.0,1.0,0.0,1.0,4.0,0.0,48,12
sequence_model_v5,50,45,normal_nat_burst,gradual_exfiltration,27,0,0,21,1.0,0.5625,0.72,0.0,0.0,1.0,1.0,1.0,3.0,0.0,48,12
sequence_model_v5,50,45,normal_nat_burst,distributed_lateral_drift,16,0,0,16,1.0,0.5,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,3.0,0.0,32,8
sequence_model_v5,50,45,normal_nat_burst,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
hardened_v3_event,50,46,normal_staggered,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,46,normal_staggered,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,46,normal_staggered,session_replay_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,46,normal_staggered,gradual_exfiltration,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,46,normal_staggered,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
hardened_v3_event,50,46,normal_staggered,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
sequence_model_v5,50,46,normal_staggered,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,50,46,normal_staggered,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,50,46,normal_staggered,session_replay_chain,24,0,0,24,1.0,0.5,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,3.0,0.0,48,12
sequence_model_v5,50,46,normal_staggered,gradual_exfiltration,3,0,0,45,1.0,0.0625,0.11764705882352941,0.0,0.0,0.25,0.25,0.0,5.0,0.0,48,12
sequence_model_v5,50,46,normal_staggered,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
sequence_model_v5,50,46,normal_staggered,profile_poisoning_chain,1,0,0,47,1.0,0.020833333333333332,0.04081632653061225,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,5.0,1.0,48,12
hardened_v3_event,50,46,normal_nat_burst,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,46,normal_nat_burst,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,46,normal_nat_burst,session_replay_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,46,normal_nat_burst,gradual_exfiltration,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,50,46,normal_nat_burst,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
hardened_v3_event,50,46,normal_nat_burst,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
sequence_model_v5,50,46,normal_nat_burst,stealth_mimicry_ato,1,0,0,47,1.0,0.020833333333333332,0.04081632653061225,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,5.0,0.0,48,12
sequence_model_v5,50,46,normal_nat_burst,slow_credential_probe,3,0,0,45,1.0,0.0625,0.11764705882352941,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,5.0,0.0,48,12
sequence_model_v5,50,46,normal_nat_burst,session_replay_chain,13,0,0,35,1.0,0.2708333333333333,0.4262295081967213,0.0,0.0,1.0,0.08333333333333333,1.0,4.0,0.0,48,12
sequence_model_v5,50,46,normal_nat_burst,gradual_exfiltration,16,0,0,32,1.0,0.3333333333333333,0.5,0.0,0.0,1.0,0.5,0.8333333333333334,3.5,0.0,48,12
sequence_model_v5,50,46,normal_nat_burst,distributed_lateral_drift,10,0,0,22,1.0,0.3125,0.47619047619047616,0.0,0.0,0.875,0.375,0.875,4.0,0.0,32,8
sequence_model_v5,50,46,normal_nat_burst,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
hardened_v3_event,100,42,normal_staggered,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,42,normal_staggered,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,42,normal_staggered,session_replay_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,42,normal_staggered,gradual_exfiltration,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,42,normal_staggered,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
hardened_v3_event,100,42,normal_staggered,profile_poisoning_chain,1,0,0,47,1.0,0.020833333333333332,0.04081632653061225,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,5.0,1.0,48,12
sequence_model_v5,100,42,normal_staggered,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,100,42,normal_staggered,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,100,42,normal_staggered,session_replay_chain,12,0,0,36,1.0,0.25,0.4,0.0,0.0,1.0,0.0,1.0,4.0,0.0,48,12
sequence_model_v5,100,42,normal_staggered,gradual_exfiltration,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,100,42,normal_staggered,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
sequence_model_v5,100,42,normal_staggered,profile_poisoning_chain,1,0,0,47,1.0,0.020833333333333332,0.04081632653061225,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,5.0,1.0,48,12
hardened_v3_event,100,42,normal_nat_burst,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,42,normal_nat_burst,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,42,normal_nat_burst,session_replay_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,42,normal_nat_burst,gradual_exfiltration,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,42,normal_nat_burst,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
hardened_v3_event,100,42,normal_nat_burst,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
sequence_model_v5,100,42,normal_nat_burst,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,100,42,normal_nat_burst,slow_credential_probe,12,0,0,36,1.0,0.25,0.4,0.0,0.0,0.6666666666666666,0.5833333333333334,0.4166666666666667,3.0,0.0,48,12
sequence_model_v5,100,42,normal_nat_burst,session_replay_chain,12,0,0,36,1.0,0.25,0.4,0.0,0.0,1.0,0.0,1.0,4.0,0.0,48,12
sequence_model_v5,100,42,normal_nat_burst,gradual_exfiltration,1,0,0,47,1.0,0.020833333333333332,0.04081632653061225,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,5.0,0.0,48,12
sequence_model_v5,100,42,normal_nat_burst,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
sequence_model_v5,100,42,normal_nat_burst,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
hardened_v3_event,100,43,normal_staggered,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,43,normal_staggered,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,43,normal_staggered,session_replay_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,43,normal_staggered,gradual_exfiltration,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,43,normal_staggered,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
hardened_v3_event,100,43,normal_staggered,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
sequence_model_v5,100,43,normal_staggered,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,100,43,normal_staggered,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,100,43,normal_staggered,session_replay_chain,7,0,0,41,1.0,0.14583333333333334,0.2545454545454546,0.0,0.0,0.5833333333333334,0.0,0.5833333333333334,4.0,0.0,48,12
sequence_model_v5,100,43,normal_staggered,gradual_exfiltration,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,100,43,normal_staggered,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
sequence_model_v5,100,43,normal_staggered,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
hardened_v3_event,100,43,normal_nat_burst,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,43,normal_nat_burst,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,43,normal_nat_burst,session_replay_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,43,normal_nat_burst,gradual_exfiltration,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,43,normal_nat_burst,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
hardened_v3_event,100,43,normal_nat_burst,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
sequence_model_v5,100,43,normal_nat_burst,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,100,43,normal_nat_burst,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,100,43,normal_nat_burst,session_replay_chain,12,0,0,36,1.0,0.25,0.4,0.0,0.0,1.0,0.0,1.0,4.0,0.0,48,12
sequence_model_v5,100,43,normal_nat_burst,gradual_exfiltration,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,100,43,normal_nat_burst,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
sequence_model_v5,100,43,normal_nat_burst,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
hardened_v3_event,100,44,normal_staggered,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,44,normal_staggered,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,44,normal_staggered,session_replay_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,44,normal_staggered,gradual_exfiltration,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,44,normal_staggered,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
hardened_v3_event,100,44,normal_staggered,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
sequence_model_v5,100,44,normal_staggered,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,100,44,normal_staggered,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,100,44,normal_staggered,session_replay_chain,14,0,0,34,1.0,0.2916666666666667,0.45161290322580644,0.0,0.0,1.0,0.08333333333333333,1.0,4.0,0.0,48,12
sequence_model_v5,100,44,normal_staggered,gradual_exfiltration,2,0,0,46,1.0,0.041666666666666664,0.07999999999999999,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,5.0,0.0,48,12
sequence_model_v5,100,44,normal_staggered,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
sequence_model_v5,100,44,normal_staggered,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
hardened_v3_event,100,44,normal_nat_burst,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,44,normal_nat_burst,slow_credential_probe,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,44,normal_nat_burst,session_replay_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,44,normal_nat_burst,gradual_exfiltration,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
hardened_v3_event,100,44,normal_nat_burst,distributed_lateral_drift,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32,8
hardened_v3_event,100,44,normal_nat_burst,profile_poisoning_chain,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,48,12
sequence_model_v5,100,44,normal_nat_burst,stealth_mimicry_ato,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,48,12
sequence_model_v5,100,44,normal_nat_burst,slow_credential_probe,5,0,0,43,1.0,0.10416666666666667,0.18867924528301885,0.0,0.0,0.4166666666666667,0.4166666666666667,0.0,5.0,0.0,48,12
sequence_model_v5,100,44,normal_nat_burst,session_replay_chain,13,0,0,35,1.0,0.2708333333333333,0.4262295081967213,0.0,0.0,1.0,0.08333333333333333,1.0,4.0,0.0,48,12
