stage,dataset_size,seed,normal_scenario,attack_type,tp,fp,total_policy_and_security_challenges,tn,fn,precision,event_challenge_recall,f1,roc_auc,pr_auc,sequence_detection_rate,preobjective_detection_rate,objective_detection_rate,median_time_to_detect_phase,attack_phase_count,attack_sequence_count
temporal_mlp_only_v8,50,45,normal_nat_burst,profile_poisoning_chain,48,0,0,0,12,1.0,0.8,0.888888888888889,0.0,0.0,1.0,1.0,1.0,1.5,60,12
temporal_mlp_only_v8,50,45,normal_nat_burst,cookie_hijack_blend,40,0,0,0,20,1.0,0.6666666666666666,0.8,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,50,45,normal_nat_burst,distributed_password_spray,37,0,0,0,23,1.0,0.6166666666666667,0.7628865979381444,0.0,0.0,0.9166666666666666,0.8333333333333334,0.8333333333333334,1.0,60,12
disjoint_hybrid_v8,50,45,normal_nat_burst,stealth_mimicry_ato,54,0,0,0,6,1.0,0.9,0.9473684210526316,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,45,normal_nat_burst,slow_credential_probe,41,0,0,0,19,1.0,0.6833333333333333,0.8118811881188119,0.0,0.0,1.0,0.9166666666666666,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,50,45,normal_nat_burst,session_replay_jitter,44,0,0,0,16,1.0,0.7333333333333333,0.846153846153846,0.0,0.0,1.0,1.0,0.75,1.0,60,12
disjoint_hybrid_v8,50,45,normal_nat_burst,gradual_exfiltration,52,0,0,0,8,1.0,0.8666666666666667,0.9285714285714286,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,45,normal_nat_burst,distributed_lateral_drift,37,0,0,0,3,1.0,0.925,0.961038961038961,0.0,0.0,1.0,1.0,1.0,1.0,40,8
disjoint_hybrid_v8,50,45,normal_nat_burst,profile_poisoning_chain,51,0,0,0,9,1.0,0.85,0.9189189189189189,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,45,normal_nat_burst,cookie_hijack_blend,44,0,0,0,16,1.0,0.7333333333333333,0.846153846153846,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,50,45,normal_nat_burst,distributed_password_spray,42,0,0,0,18,1.0,0.7,0.8235294117647058,0.0,0.0,1.0,0.9166666666666666,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,50,46,normal_staggered,stealth_mimicry_ato,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,46,normal_staggered,slow_credential_probe,55,0,0,0,5,1.0,0.9166666666666666,0.9565217391304348,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,46,normal_staggered,session_replay_jitter,55,0,0,0,5,1.0,0.9166666666666666,0.9565217391304348,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,46,normal_staggered,gradual_exfiltration,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,46,normal_staggered,distributed_lateral_drift,40,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,40,8
temporal_mlp_only_v8,50,46,normal_staggered,profile_poisoning_chain,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,46,normal_staggered,cookie_hijack_blend,57,0,0,0,3,1.0,0.95,0.9743589743589743,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,46,normal_staggered,distributed_password_spray,55,0,0,0,5,1.0,0.9166666666666666,0.9565217391304348,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,46,normal_staggered,stealth_mimicry_ato,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,46,normal_staggered,slow_credential_probe,56,0,0,0,4,1.0,0.9333333333333333,0.9655172413793104,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,46,normal_staggered,session_replay_jitter,55,0,0,0,5,1.0,0.9166666666666666,0.9565217391304348,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,46,normal_staggered,gradual_exfiltration,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,46,normal_staggered,distributed_lateral_drift,40,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,40,8
disjoint_hybrid_v8,50,46,normal_staggered,profile_poisoning_chain,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,46,normal_staggered,cookie_hijack_blend,58,0,0,0,2,1.0,0.9666666666666667,0.983050847457627,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,46,normal_staggered,distributed_password_spray,56,0,0,0,4,1.0,0.9333333333333333,0.9655172413793104,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,46,normal_nat_burst,stealth_mimicry_ato,56,0,0,0,4,1.0,0.9333333333333333,0.9655172413793104,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,46,normal_nat_burst,slow_credential_probe,52,0,0,0,8,1.0,0.8666666666666667,0.9285714285714286,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,46,normal_nat_burst,session_replay_jitter,50,0,0,0,10,1.0,0.8333333333333334,0.9090909090909091,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,46,normal_nat_burst,gradual_exfiltration,56,0,0,0,4,1.0,0.9333333333333333,0.9655172413793104,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,46,normal_nat_burst,distributed_lateral_drift,35,0,0,0,5,1.0,0.875,0.9333333333333333,0.0,0.0,1.0,1.0,0.875,1.0,40,8
temporal_mlp_only_v8,50,46,normal_nat_burst,profile_poisoning_chain,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,46,normal_nat_burst,cookie_hijack_blend,55,0,0,0,5,1.0,0.9166666666666666,0.9565217391304348,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,50,46,normal_nat_burst,distributed_password_spray,55,0,0,0,5,1.0,0.9166666666666666,0.9565217391304348,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,46,normal_nat_burst,stealth_mimicry_ato,56,0,0,0,4,1.0,0.9333333333333333,0.9655172413793104,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,46,normal_nat_burst,slow_credential_probe,52,0,0,0,8,1.0,0.8666666666666667,0.9285714285714286,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,46,normal_nat_burst,session_replay_jitter,50,0,0,0,10,1.0,0.8333333333333334,0.9090909090909091,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,46,normal_nat_burst,gradual_exfiltration,57,0,0,0,3,1.0,0.95,0.9743589743589743,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,46,normal_nat_burst,distributed_lateral_drift,35,0,0,0,5,1.0,0.875,0.9333333333333333,0.0,0.0,1.0,1.0,0.875,1.0,40,8
disjoint_hybrid_v8,50,46,normal_nat_burst,profile_poisoning_chain,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,46,normal_nat_burst,cookie_hijack_blend,56,0,0,0,4,1.0,0.9333333333333333,0.9655172413793104,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,46,normal_nat_burst,distributed_password_spray,56,0,0,0,4,1.0,0.9333333333333333,0.9655172413793104,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,42,normal_staggered,stealth_mimicry_ato,58,0,0,0,2,1.0,0.9666666666666667,0.983050847457627,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,42,normal_staggered,slow_credential_probe,47,0,0,0,13,1.0,0.7833333333333333,0.8785046728971964,0.0,0.0,1.0,1.0,0.8333333333333334,1.0,60,12
temporal_mlp_only_v8,100,42,normal_staggered,session_replay_jitter,47,0,0,0,13,1.0,0.7833333333333333,0.8785046728971964,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,100,42,normal_staggered,gradual_exfiltration,57,0,0,0,3,1.0,0.95,0.9743589743589743,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,42,normal_staggered,distributed_lateral_drift,36,0,0,0,4,1.0,0.9,0.9473684210526316,0.0,0.0,1.0,1.0,0.75,1.0,40,8
temporal_mlp_only_v8,100,42,normal_staggered,profile_poisoning_chain,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,42,normal_staggered,cookie_hijack_blend,53,0,0,0,7,1.0,0.8833333333333333,0.9380530973451328,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,100,42,normal_staggered,distributed_password_spray,49,0,0,0,11,1.0,0.8166666666666667,0.8990825688073394,0.0,0.0,1.0,1.0,0.8333333333333334,1.0,60,12
disjoint_hybrid_v8,100,42,normal_staggered,stealth_mimicry_ato,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,42,normal_staggered,slow_credential_probe,48,0,0,0,12,1.0,0.8,0.888888888888889,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,100,42,normal_staggered,session_replay_jitter,48,0,0,0,12,1.0,0.8,0.888888888888889,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,100,42,normal_staggered,gradual_exfiltration,58,0,0,0,2,1.0,0.9666666666666667,0.983050847457627,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,42,normal_staggered,distributed_lateral_drift,36,0,0,0,4,1.0,0.9,0.9473684210526316,0.0,0.0,1.0,1.0,0.75,1.0,40,8
disjoint_hybrid_v8,100,42,normal_staggered,profile_poisoning_chain,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,42,normal_staggered,cookie_hijack_blend,54,0,0,0,6,1.0,0.9,0.9473684210526316,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,100,42,normal_staggered,distributed_password_spray,50,0,0,0,10,1.0,0.8333333333333334,0.9090909090909091,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,100,42,normal_nat_burst,stealth_mimicry_ato,58,0,0,0,2,1.0,0.9666666666666667,0.983050847457627,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,100,42,normal_nat_burst,slow_credential_probe,50,0,0,0,10,1.0,0.8333333333333334,0.9090909090909091,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,100,42,normal_nat_burst,session_replay_jitter,46,0,0,0,14,1.0,0.7666666666666667,0.8679245283018869,0.0,0.0,1.0,1.0,0.8333333333333334,1.0,60,12
temporal_mlp_only_v8,100,42,normal_nat_burst,gradual_exfiltration,58,0,0,0,2,1.0,0.9666666666666667,0.983050847457627,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,42,normal_nat_burst,distributed_lateral_drift,37,0,0,0,3,1.0,0.925,0.961038961038961,0.0,0.0,1.0,1.0,0.75,1.0,40,8
temporal_mlp_only_v8,100,42,normal_nat_burst,profile_poisoning_chain,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,42,normal_nat_burst,cookie_hijack_blend,57,0,0,0,3,1.0,0.95,0.9743589743589743,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,42,normal_nat_burst,distributed_password_spray,52,0,0,0,8,1.0,0.8666666666666667,0.9285714285714286,0.0,0.0,1.0,1.0,0.8333333333333334,1.0,60,12
disjoint_hybrid_v8,100,42,normal_nat_burst,stealth_mimicry_ato,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,42,normal_nat_burst,slow_credential_probe,53,0,0,0,7,1.0,0.8833333333333333,0.9380530973451328,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,100,42,normal_nat_burst,session_replay_jitter,49,0,0,0,11,1.0,0.8166666666666667,0.8990825688073394,0.0,0.0,1.0,1.0,0.8333333333333334,1.0,60,12
disjoint_hybrid_v8,100,42,normal_nat_burst,gradual_exfiltration,58,0,0,0,2,1.0,0.9666666666666667,0.983050847457627,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,42,normal_nat_burst,distributed_lateral_drift,37,0,0,0,3,1.0,0.925,0.961038961038961,0.0,0.0,1.0,1.0,0.75,1.0,40,8
disjoint_hybrid_v8,100,42,normal_nat_burst,profile_poisoning_chain,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,42,normal_nat_burst,cookie_hijack_blend,57,0,0,0,3,1.0,0.95,0.9743589743589743,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,42,normal_nat_burst,distributed_password_spray,53,0,0,0,7,1.0,0.8833333333333333,0.9380530973451328,0.0,0.0,1.0,1.0,0.8333333333333334,1.0,60,12
temporal_mlp_only_v8,100,43,normal_staggered,stealth_mimicry_ato,57,0,0,0,3,1.0,0.95,0.9743589743589743,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,43,normal_staggered,slow_credential_probe,55,0,0,0,5,1.0,0.9166666666666666,0.9565217391304348,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,43,normal_staggered,session_replay_jitter,53,0,0,0,7,1.0,0.8833333333333333,0.9380530973451328,0.0,0.0,1.0,1.0,0.8333333333333334,1.0,60,12
temporal_mlp_only_v8,100,43,normal_staggered,gradual_exfiltration,58,0,0,0,2,1.0,0.9666666666666667,0.983050847457627,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,100,43,normal_staggered,distributed_lateral_drift,39,0,0,0,1,1.0,0.975,0.9873417721518987,0.0,0.0,1.0,1.0,1.0,1.0,40,8
temporal_mlp_only_v8,100,43,normal_staggered,profile_poisoning_chain,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,43,normal_staggered,cookie_hijack_blend,58,0,0,0,2,1.0,0.9666666666666667,0.983050847457627,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,43,normal_staggered,distributed_password_spray,57,0,0,0,3,1.0,0.95,0.9743589743589743,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,43,normal_staggered,stealth_mimicry_ato,57,0,0,0,3,1.0,0.95,0.9743589743589743,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,43,normal_staggered,slow_credential_probe,56,0,0,0,4,1.0,0.9333333333333333,0.9655172413793104,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,43,normal_staggered,session_replay_jitter,54,0,0,0,6,1.0,0.9,0.9473684210526316,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,100,43,normal_staggered,gradual_exfiltration,58,0,0,0,2,1.0,0.9666666666666667,0.983050847457627,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,100,43,normal_staggered,distributed_lateral_drift,39,0,0,0,1,1.0,0.975,0.9873417721518987,0.0,0.0,1.0,1.0,1.0,1.0,40,8
disjoint_hybrid_v8,100,43,normal_staggered,profile_poisoning_chain,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,43,normal_staggered,cookie_hijack_blend,58,0,0,0,2,1.0,0.9666666666666667,0.983050847457627,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,43,normal_staggered,distributed_password_spray,58,0,0,0,2,1.0,0.9666666666666667,0.983050847457627,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,43,normal_nat_burst,stealth_mimicry_ato,58,0,0,0,2,1.0,0.9666666666666667,0.983050847457627,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,43,normal_nat_burst,slow_credential_probe,54,0,0,0,6,1.0,0.9,0.9473684210526316,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,43,normal_nat_burst,session_replay_jitter,51,0,0,0,9,1.0,0.85,0.9189189189189189,0.0,0.0,1.0,1.0,0.8333333333333334,1.0,60,12
temporal_mlp_only_v8,100,43,normal_nat_burst,gradual_exfiltration,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,43,normal_nat_burst,distributed_lateral_drift,39,0,0,0,1,1.0,0.975,0.9873417721518987,0.0,0.0,1.0,1.0,0.875,1.0,40,8
temporal_mlp_only_v8,100,43,normal_nat_burst,profile_poisoning_chain,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,43,normal_nat_burst,cookie_hijack_blend,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,43,normal_nat_burst,distributed_password_spray,55,0,0,0,5,1.0,0.9166666666666666,0.9565217391304348,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,43,normal_nat_burst,stealth_mimicry_ato,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,43,normal_nat_burst,slow_credential_probe,55,0,0,0,5,1.0,0.9166666666666666,0.9565217391304348,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,43,normal_nat_burst,session_replay_jitter,56,0,0,0,4,1.0,0.9333333333333333,0.9655172413793104,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,100,43,normal_nat_burst,gradual_exfiltration,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,43,normal_nat_burst,distributed_lateral_drift,39,0,0,0,1,1.0,0.975,0.9873417721518987,0.0,0.0,1.0,1.0,0.875,1.0,40,8
disjoint_hybrid_v8,100,43,normal_nat_burst,profile_poisoning_chain,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,43,normal_nat_burst,cookie_hijack_blend,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,43,normal_nat_burst,distributed_password_spray,56,0,0,0,4,1.0,0.9333333333333333,0.9655172413793104,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,44,normal_staggered,stealth_mimicry_ato,57,0,0,0,3,1.0,0.95,0.9743589743589743,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,100,44,normal_staggered,slow_credential_probe,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,44,normal_staggered,session_replay_jitter,57,0,0,0,3,1.0,0.95,0.9743589743589743,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,44,normal_staggered,gradual_exfiltration,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,44,normal_staggered,distributed_lateral_drift,39,0,0,0,1,1.0,0.975,0.9873417721518987,0.0,0.0,1.0,1.0,0.875,1.0,40,8
temporal_mlp_only_v8,100,44,normal_staggered,profile_poisoning_chain,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,44,normal_staggered,cookie_hijack_blend,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,100,44,normal_staggered,distributed_password_spray,58,0,0,0,2,1.0,0.9666666666666667,0.983050847457627,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,44,normal_staggered,stealth_mimicry_ato,58,0,0,0,2,1.0,0.9666666666666667,0.983050847457627,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,100,44,normal_staggered,slow_credential_probe,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,44,normal_staggered,session_replay_jitter,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,44,normal_staggered,gradual_exfiltration,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,44,normal_staggered,distributed_lateral_drift,39,0,0,0,1,1.0,0.975,0.9873417721518987,0.0,0.0,1.0,1.0,0.875,1.0,40,8
disjoint_hybrid_v8,100,44,normal_staggered,profile_poisoning_chain,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,44,normal_staggered,cookie_hijack_blend,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,100,44,normal_staggered,distributed_password_spray,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,44,normal_nat_burst,stealth_mimicry_ato,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,44,normal_nat_burst,slow_credential_probe,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,44,normal_nat_burst,session_replay_jitter,56,0,0,0,4,1.0,0.9333333333333333,0.9655172413793104,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,100,44,normal_nat_burst,gradual_exfiltration,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,44,normal_nat_burst,distributed_lateral_drift,40,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,40,8
temporal_mlp_only_v8,100,44,normal_nat_burst,profile_poisoning_chain,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,44,normal_nat_burst,cookie_hijack_blend,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,44,normal_nat_burst,distributed_password_spray,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,44,normal_nat_burst,stealth_mimicry_ato,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,44,normal_nat_burst,slow_credential_probe,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,44,normal_nat_burst,session_replay_jitter,57,0,0,0,3,1.0,0.95,0.9743589743589743,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,100,44,normal_nat_burst,gradual_exfiltration,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,44,normal_nat_burst,distributed_lateral_drift,40,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,40,8
disjoint_hybrid_v8,100,44,normal_nat_burst,profile_poisoning_chain,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,44,normal_nat_burst,cookie_hijack_blend,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,100,44,normal_nat_burst,distributed_password_spray,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,45,normal_staggered,stealth_mimicry_ato,52,0,0,0,8,1.0,0.8666666666666667,0.9285714285714286,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,45,normal_staggered,slow_credential_probe,34,0,0,0,26,1.0,0.5666666666666667,0.7234042553191489,0.0,0.0,1.0,0.9166666666666666,0.8333333333333334,2.0,60,12
temporal_mlp_only_v8,100,45,normal_staggered,session_replay_jitter,37,0,0,0,23,1.0,0.6166666666666667,0.7628865979381444,0.0,0.0,1.0,1.0,0.8333333333333334,1.0,60,12
temporal_mlp_only_v8,100,45,normal_staggered,gradual_exfiltration,54,0,0,0,6,1.0,0.9,0.9473684210526316,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,45,normal_staggered,distributed_lateral_drift,32,0,0,0,8,1.0,0.8,0.888888888888889,0.0,0.0,1.0,1.0,0.875,1.0,40,8
temporal_mlp_only_v8,100,45,normal_staggered,profile_poisoning_chain,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,45,normal_staggered,cookie_hijack_blend,50,0,0,0,10,1.0,0.8333333333333334,0.9090909090909091,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,100,45,normal_staggered,distributed_password_spray,36,0,0,0,24,1.0,0.6,0.7499999999999999,0.0,0.0,1.0,1.0,0.8333333333333334,2.0,60,12
disjoint_hybrid_v8,100,45,normal_staggered,stealth_mimicry_ato,52,0,0,0,8,1.0,0.8666666666666667,0.9285714285714286,0.0,0.0,1.0,1.0,1.0,1.0,60,12
