stage,dataset_size,seed,normal_scenario,attack_type,tp,fp,total_policy_and_security_challenges,tn,fn,precision,event_challenge_recall,f1,roc_auc,pr_auc,sequence_detection_rate,preobjective_detection_rate,objective_detection_rate,median_time_to_detect_phase,attack_phase_count,attack_sequence_count
temporal_mlp_only_v8,10,46,normal_staggered,distributed_password_spray,24,0,0,0,36,1.0,0.4,0.5714285714285715,0.0,0.0,1.0,0.6666666666666666,0.8333333333333334,3.5,60,12
disjoint_hybrid_v8,10,46,normal_staggered,stealth_mimicry_ato,44,0,0,0,16,1.0,0.7333333333333333,0.846153846153846,0.0,0.0,1.0,0.9166666666666666,1.0,1.5,60,12
disjoint_hybrid_v8,10,46,normal_staggered,slow_credential_probe,31,0,0,0,29,1.0,0.5166666666666667,0.6813186813186815,0.0,0.0,1.0,0.75,0.9166666666666666,2.0,60,12
disjoint_hybrid_v8,10,46,normal_staggered,session_replay_jitter,46,0,0,0,14,1.0,0.7666666666666667,0.8679245283018869,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,10,46,normal_staggered,gradual_exfiltration,44,0,0,0,16,1.0,0.7333333333333333,0.846153846153846,0.0,0.0,1.0,1.0,1.0,2.0,60,12
disjoint_hybrid_v8,10,46,normal_staggered,distributed_lateral_drift,25,0,0,0,15,1.0,0.625,0.7692307692307693,0.0,0.0,1.0,1.0,0.75,1.5,40,8
disjoint_hybrid_v8,10,46,normal_staggered,profile_poisoning_chain,46,0,0,0,14,1.0,0.7666666666666667,0.8679245283018869,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,10,46,normal_staggered,cookie_hijack_blend,41,0,0,0,19,1.0,0.6833333333333333,0.8118811881188119,0.0,0.0,1.0,0.9166666666666666,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,10,46,normal_staggered,distributed_password_spray,31,0,0,0,29,1.0,0.5166666666666667,0.6813186813186815,0.0,0.0,1.0,0.6666666666666666,0.9166666666666666,2.5,60,12
temporal_mlp_only_v8,10,46,normal_nat_burst,stealth_mimicry_ato,52,0,0,0,8,1.0,0.8666666666666667,0.9285714285714286,0.0,0.0,1.0,1.0,1.0,1.5,60,12
temporal_mlp_only_v8,10,46,normal_nat_burst,slow_credential_probe,26,0,0,0,34,1.0,0.43333333333333335,0.6046511627906976,0.0,0.0,1.0,0.75,0.8333333333333334,3.0,60,12
temporal_mlp_only_v8,10,46,normal_nat_burst,session_replay_jitter,32,0,0,0,28,1.0,0.5333333333333333,0.6956521739130436,0.0,0.0,1.0,0.8333333333333334,0.9166666666666666,1.5,60,12
temporal_mlp_only_v8,10,46,normal_nat_burst,gradual_exfiltration,45,0,0,0,15,1.0,0.75,0.8571428571428571,0.0,0.0,1.0,1.0,1.0,2.0,60,12
temporal_mlp_only_v8,10,46,normal_nat_burst,distributed_lateral_drift,33,0,0,0,7,1.0,0.825,0.9041095890410958,0.0,0.0,1.0,1.0,1.0,1.5,40,8
temporal_mlp_only_v8,10,46,normal_nat_burst,profile_poisoning_chain,39,0,0,0,21,1.0,0.65,0.787878787878788,0.0,0.0,1.0,1.0,1.0,2.0,60,12
temporal_mlp_only_v8,10,46,normal_nat_burst,cookie_hijack_blend,44,0,0,0,16,1.0,0.7333333333333333,0.846153846153846,0.0,0.0,1.0,0.9166666666666666,1.0,1.0,60,12
temporal_mlp_only_v8,10,46,normal_nat_burst,distributed_password_spray,26,0,0,0,34,1.0,0.43333333333333335,0.6046511627906976,0.0,0.0,1.0,0.75,0.9166666666666666,3.5,60,12
disjoint_hybrid_v8,10,46,normal_nat_burst,stealth_mimicry_ato,54,0,0,0,6,1.0,0.9,0.9473684210526316,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,10,46,normal_nat_burst,slow_credential_probe,32,0,0,0,28,1.0,0.5333333333333333,0.6956521739130436,0.0,0.0,1.0,0.75,0.8333333333333334,3.0,60,12
disjoint_hybrid_v8,10,46,normal_nat_burst,session_replay_jitter,40,0,0,0,20,1.0,0.6666666666666666,0.8,0.0,0.0,1.0,0.9166666666666666,1.0,1.0,60,12
disjoint_hybrid_v8,10,46,normal_nat_burst,gradual_exfiltration,48,0,0,0,12,1.0,0.8,0.888888888888889,0.0,0.0,1.0,1.0,1.0,2.0,60,12
disjoint_hybrid_v8,10,46,normal_nat_burst,distributed_lateral_drift,33,0,0,0,7,1.0,0.825,0.9041095890410958,0.0,0.0,1.0,1.0,1.0,1.5,40,8
disjoint_hybrid_v8,10,46,normal_nat_burst,profile_poisoning_chain,43,0,0,0,17,1.0,0.7166666666666667,0.8349514563106796,0.0,0.0,1.0,1.0,1.0,2.0,60,12
disjoint_hybrid_v8,10,46,normal_nat_burst,cookie_hijack_blend,50,0,0,0,10,1.0,0.8333333333333334,0.9090909090909091,0.0,0.0,1.0,0.9166666666666666,1.0,1.0,60,12
disjoint_hybrid_v8,10,46,normal_nat_burst,distributed_password_spray,32,0,0,0,28,1.0,0.5333333333333333,0.6956521739130436,0.0,0.0,1.0,0.75,0.9166666666666666,3.0,60,12
temporal_mlp_only_v8,50,42,normal_staggered,stealth_mimicry_ato,34,0,0,0,26,1.0,0.5666666666666667,0.7234042553191489,0.0,0.0,1.0,0.9166666666666666,0.9166666666666666,2.5,60,12
temporal_mlp_only_v8,50,42,normal_staggered,slow_credential_probe,24,0,0,0,36,1.0,0.4,0.5714285714285715,0.0,0.0,1.0,0.6666666666666666,1.0,4.0,60,12
temporal_mlp_only_v8,50,42,normal_staggered,session_replay_jitter,18,0,0,0,42,1.0,0.3,0.4615384615384615,0.0,0.0,0.9166666666666666,0.5833333333333334,0.6666666666666666,4.0,60,12
temporal_mlp_only_v8,50,42,normal_staggered,gradual_exfiltration,29,0,0,0,31,1.0,0.48333333333333334,0.6516853932584269,0.0,0.0,1.0,0.75,0.9166666666666666,3.5,60,12
temporal_mlp_only_v8,50,42,normal_staggered,distributed_lateral_drift,23,0,0,0,17,1.0,0.575,0.7301587301587301,0.0,0.0,1.0,0.875,1.0,2.5,40,8
temporal_mlp_only_v8,50,42,normal_staggered,profile_poisoning_chain,30,0,0,0,30,1.0,0.5,0.6666666666666666,0.0,0.0,1.0,0.8333333333333334,1.0,3.0,60,12
temporal_mlp_only_v8,50,42,normal_staggered,cookie_hijack_blend,26,0,0,0,34,1.0,0.43333333333333335,0.6046511627906976,0.0,0.0,1.0,0.75,0.9166666666666666,4.0,60,12
temporal_mlp_only_v8,50,42,normal_staggered,distributed_password_spray,23,0,0,0,37,1.0,0.38333333333333336,0.5542168674698795,0.0,0.0,1.0,0.5833333333333334,1.0,4.0,60,12
disjoint_hybrid_v8,50,42,normal_staggered,stealth_mimicry_ato,41,0,0,0,19,1.0,0.6833333333333333,0.8118811881188119,0.0,0.0,1.0,0.9166666666666666,1.0,2.0,60,12
disjoint_hybrid_v8,50,42,normal_staggered,slow_credential_probe,29,0,0,0,31,1.0,0.48333333333333334,0.6516853932584269,0.0,0.0,1.0,0.6666666666666666,1.0,4.0,60,12
disjoint_hybrid_v8,50,42,normal_staggered,session_replay_jitter,25,0,0,0,35,1.0,0.4166666666666667,0.5882352941176471,0.0,0.0,0.9166666666666666,0.5833333333333334,0.75,4.0,60,12
disjoint_hybrid_v8,50,42,normal_staggered,gradual_exfiltration,36,0,0,0,24,1.0,0.6,0.7499999999999999,0.0,0.0,1.0,0.8333333333333334,0.9166666666666666,2.0,60,12
disjoint_hybrid_v8,50,42,normal_staggered,distributed_lateral_drift,23,0,0,0,17,1.0,0.575,0.7301587301587301,0.0,0.0,1.0,0.875,1.0,2.5,40,8
disjoint_hybrid_v8,50,42,normal_staggered,profile_poisoning_chain,35,0,0,0,25,1.0,0.5833333333333334,0.7368421052631579,0.0,0.0,1.0,0.8333333333333334,1.0,3.0,60,12
disjoint_hybrid_v8,50,42,normal_staggered,cookie_hijack_blend,34,0,0,0,26,1.0,0.5666666666666667,0.7234042553191489,0.0,0.0,1.0,0.8333333333333334,1.0,3.5,60,12
disjoint_hybrid_v8,50,42,normal_staggered,distributed_password_spray,29,0,0,0,31,1.0,0.48333333333333334,0.6516853932584269,0.0,0.0,1.0,0.6666666666666666,1.0,4.0,60,12
temporal_mlp_only_v8,50,42,normal_nat_burst,stealth_mimicry_ato,29,0,0,0,31,1.0,0.48333333333333334,0.6516853932584269,0.0,0.0,0.9166666666666666,0.75,0.9166666666666666,3.0,60,12
temporal_mlp_only_v8,50,42,normal_nat_burst,slow_credential_probe,20,0,0,0,40,1.0,0.3333333333333333,0.5,0.0,0.0,0.8333333333333334,0.5,0.8333333333333334,4.5,60,12
temporal_mlp_only_v8,50,42,normal_nat_burst,session_replay_jitter,28,0,0,0,32,1.0,0.4666666666666667,0.6363636363636364,0.0,0.0,0.75,0.75,0.4166666666666667,2.0,60,12
temporal_mlp_only_v8,50,42,normal_nat_burst,gradual_exfiltration,26,0,0,0,34,1.0,0.43333333333333335,0.6046511627906976,0.0,0.0,1.0,0.8333333333333334,0.9166666666666666,3.5,60,12
temporal_mlp_only_v8,50,42,normal_nat_burst,distributed_lateral_drift,20,0,0,0,20,1.0,0.5,0.6666666666666666,0.0,0.0,1.0,0.875,1.0,3.0,40,8
temporal_mlp_only_v8,50,42,normal_nat_burst,profile_poisoning_chain,28,0,0,0,32,1.0,0.4666666666666667,0.6363636363636364,0.0,0.0,1.0,1.0,0.8333333333333334,4.0,60,12
temporal_mlp_only_v8,50,42,normal_nat_burst,cookie_hijack_blend,25,0,0,0,35,1.0,0.4166666666666667,0.5882352941176471,0.0,0.0,1.0,0.6666666666666666,0.9166666666666666,4.0,60,12
temporal_mlp_only_v8,50,42,normal_nat_burst,distributed_password_spray,21,0,0,0,39,1.0,0.35,0.5185185185185185,0.0,0.0,0.8333333333333334,0.5833333333333334,0.8333333333333334,4.0,60,12
disjoint_hybrid_v8,50,42,normal_nat_burst,stealth_mimicry_ato,36,0,0,0,24,1.0,0.6,0.7499999999999999,0.0,0.0,0.9166666666666666,0.8333333333333334,0.9166666666666666,2.0,60,12
disjoint_hybrid_v8,50,42,normal_nat_burst,slow_credential_probe,28,0,0,0,32,1.0,0.4666666666666667,0.6363636363636364,0.0,0.0,0.9166666666666666,0.5833333333333334,0.9166666666666666,4.0,60,12
disjoint_hybrid_v8,50,42,normal_nat_burst,session_replay_jitter,35,0,0,0,25,1.0,0.5833333333333334,0.7368421052631579,0.0,0.0,0.8333333333333334,0.8333333333333334,0.5833333333333334,1.5,60,12
disjoint_hybrid_v8,50,42,normal_nat_burst,gradual_exfiltration,32,0,0,0,28,1.0,0.5333333333333333,0.6956521739130436,0.0,0.0,1.0,0.8333333333333334,0.9166666666666666,2.5,60,12
disjoint_hybrid_v8,50,42,normal_nat_burst,distributed_lateral_drift,20,0,0,0,20,1.0,0.5,0.6666666666666666,0.0,0.0,1.0,0.875,1.0,3.0,40,8
disjoint_hybrid_v8,50,42,normal_nat_burst,profile_poisoning_chain,35,0,0,0,25,1.0,0.5833333333333334,0.7368421052631579,0.0,0.0,1.0,1.0,0.9166666666666666,3.5,60,12
disjoint_hybrid_v8,50,42,normal_nat_burst,cookie_hijack_blend,32,0,0,0,28,1.0,0.5333333333333333,0.6956521739130436,0.0,0.0,1.0,0.75,0.9166666666666666,3.0,60,12
disjoint_hybrid_v8,50,42,normal_nat_burst,distributed_password_spray,29,0,0,0,31,1.0,0.48333333333333334,0.6516853932584269,0.0,0.0,0.9166666666666666,0.6666666666666666,0.9166666666666666,4.0,60,12
temporal_mlp_only_v8,50,43,normal_staggered,stealth_mimicry_ato,56,0,0,0,4,1.0,0.9333333333333333,0.9655172413793104,0.0,0.0,1.0,1.0,0.8333333333333334,1.0,60,12
temporal_mlp_only_v8,50,43,normal_staggered,slow_credential_probe,47,0,0,0,13,1.0,0.7833333333333333,0.8785046728971964,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,50,43,normal_staggered,session_replay_jitter,40,0,0,0,20,1.0,0.6666666666666666,0.8,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,50,43,normal_staggered,gradual_exfiltration,56,0,0,0,4,1.0,0.9333333333333333,0.9655172413793104,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,50,43,normal_staggered,distributed_lateral_drift,37,0,0,0,3,1.0,0.925,0.961038961038961,0.0,0.0,1.0,1.0,0.75,1.0,40,8
temporal_mlp_only_v8,50,43,normal_staggered,profile_poisoning_chain,55,0,0,0,5,1.0,0.9166666666666666,0.9565217391304348,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,43,normal_staggered,cookie_hijack_blend,47,0,0,0,13,1.0,0.7833333333333333,0.8785046728971964,0.0,0.0,1.0,1.0,0.75,1.0,60,12
temporal_mlp_only_v8,50,43,normal_staggered,distributed_password_spray,49,0,0,0,11,1.0,0.8166666666666667,0.8990825688073394,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,43,normal_staggered,stealth_mimicry_ato,56,0,0,0,4,1.0,0.9333333333333333,0.9655172413793104,0.0,0.0,1.0,1.0,0.8333333333333334,1.0,60,12
disjoint_hybrid_v8,50,43,normal_staggered,slow_credential_probe,49,0,0,0,11,1.0,0.8166666666666667,0.8990825688073394,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,50,43,normal_staggered,session_replay_jitter,46,0,0,0,14,1.0,0.7666666666666667,0.8679245283018869,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,50,43,normal_staggered,gradual_exfiltration,56,0,0,0,4,1.0,0.9333333333333333,0.9655172413793104,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,50,43,normal_staggered,distributed_lateral_drift,37,0,0,0,3,1.0,0.925,0.961038961038961,0.0,0.0,1.0,1.0,0.75,1.0,40,8
disjoint_hybrid_v8,50,43,normal_staggered,profile_poisoning_chain,56,0,0,0,4,1.0,0.9333333333333333,0.9655172413793104,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,43,normal_staggered,cookie_hijack_blend,48,0,0,0,12,1.0,0.8,0.888888888888889,0.0,0.0,1.0,1.0,0.75,1.0,60,12
disjoint_hybrid_v8,50,43,normal_staggered,distributed_password_spray,51,0,0,0,9,1.0,0.85,0.9189189189189189,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,43,normal_nat_burst,stealth_mimicry_ato,58,0,0,0,2,1.0,0.9666666666666667,0.983050847457627,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,43,normal_nat_burst,slow_credential_probe,49,0,0,0,11,1.0,0.8166666666666667,0.8990825688073394,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,43,normal_nat_burst,session_replay_jitter,49,0,0,0,11,1.0,0.8166666666666667,0.8990825688073394,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,43,normal_nat_burst,gradual_exfiltration,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,43,normal_nat_burst,distributed_lateral_drift,40,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,40,8
temporal_mlp_only_v8,50,43,normal_nat_burst,profile_poisoning_chain,54,0,0,0,6,1.0,0.9,0.9473684210526316,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,43,normal_nat_burst,cookie_hijack_blend,54,0,0,0,6,1.0,0.9,0.9473684210526316,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,50,43,normal_nat_burst,distributed_password_spray,50,0,0,0,10,1.0,0.8333333333333334,0.9090909090909091,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,43,normal_nat_burst,stealth_mimicry_ato,59,0,0,0,1,1.0,0.9833333333333333,0.9915966386554621,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,43,normal_nat_burst,slow_credential_probe,49,0,0,0,11,1.0,0.8166666666666667,0.8990825688073394,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,43,normal_nat_burst,session_replay_jitter,51,0,0,0,9,1.0,0.85,0.9189189189189189,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,43,normal_nat_burst,gradual_exfiltration,60,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,43,normal_nat_burst,distributed_lateral_drift,40,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,40,8
disjoint_hybrid_v8,50,43,normal_nat_burst,profile_poisoning_chain,54,0,0,0,6,1.0,0.9,0.9473684210526316,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,43,normal_nat_burst,cookie_hijack_blend,57,0,0,0,3,1.0,0.95,0.9743589743589743,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,43,normal_nat_burst,distributed_password_spray,50,0,0,0,10,1.0,0.8333333333333334,0.9090909090909091,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,44,normal_staggered,stealth_mimicry_ato,46,0,0,0,14,1.0,0.7666666666666667,0.8679245283018869,0.0,0.0,1.0,1.0,1.0,1.5,60,12
temporal_mlp_only_v8,50,44,normal_staggered,slow_credential_probe,27,0,0,0,33,1.0,0.45,0.6206896551724138,0.0,0.0,1.0,0.75,0.8333333333333334,3.0,60,12
temporal_mlp_only_v8,50,44,normal_staggered,session_replay_jitter,36,0,0,0,24,1.0,0.6,0.7499999999999999,0.0,0.0,1.0,0.9166666666666666,1.0,2.5,60,12
temporal_mlp_only_v8,50,44,normal_staggered,gradual_exfiltration,48,0,0,0,12,1.0,0.8,0.888888888888889,0.0,0.0,1.0,1.0,1.0,2.0,60,12
temporal_mlp_only_v8,50,44,normal_staggered,distributed_lateral_drift,29,0,0,0,11,1.0,0.725,0.8405797101449275,0.0,0.0,1.0,0.875,1.0,2.0,40,8
temporal_mlp_only_v8,50,44,normal_staggered,profile_poisoning_chain,50,0,0,0,10,1.0,0.8333333333333334,0.9090909090909091,0.0,0.0,1.0,1.0,0.8333333333333334,1.0,60,12
temporal_mlp_only_v8,50,44,normal_staggered,cookie_hijack_blend,36,0,0,0,24,1.0,0.6,0.7499999999999999,0.0,0.0,1.0,0.8333333333333334,0.9166666666666666,2.0,60,12
temporal_mlp_only_v8,50,44,normal_staggered,distributed_password_spray,27,0,0,0,33,1.0,0.45,0.6206896551724138,0.0,0.0,1.0,0.9166666666666666,0.8333333333333334,3.0,60,12
disjoint_hybrid_v8,50,44,normal_staggered,stealth_mimicry_ato,50,0,0,0,10,1.0,0.8333333333333334,0.9090909090909091,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,44,normal_staggered,slow_credential_probe,35,0,0,0,25,1.0,0.5833333333333334,0.7368421052631579,0.0,0.0,1.0,0.8333333333333334,0.9166666666666666,2.0,60,12
disjoint_hybrid_v8,50,44,normal_staggered,session_replay_jitter,40,0,0,0,20,1.0,0.6666666666666666,0.8,0.0,0.0,1.0,0.9166666666666666,1.0,2.0,60,12
disjoint_hybrid_v8,50,44,normal_staggered,gradual_exfiltration,50,0,0,0,10,1.0,0.8333333333333334,0.9090909090909091,0.0,0.0,1.0,1.0,1.0,2.0,60,12
disjoint_hybrid_v8,50,44,normal_staggered,distributed_lateral_drift,29,0,0,0,11,1.0,0.725,0.8405797101449275,0.0,0.0,1.0,0.875,1.0,2.0,40,8
disjoint_hybrid_v8,50,44,normal_staggered,profile_poisoning_chain,54,0,0,0,6,1.0,0.9,0.9473684210526316,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,50,44,normal_staggered,cookie_hijack_blend,41,0,0,0,19,1.0,0.6833333333333333,0.8118811881188119,0.0,0.0,1.0,0.9166666666666666,0.9166666666666666,1.5,60,12
disjoint_hybrid_v8,50,44,normal_staggered,distributed_password_spray,34,0,0,0,26,1.0,0.5666666666666667,0.7234042553191489,0.0,0.0,1.0,0.9166666666666666,0.9166666666666666,2.5,60,12
temporal_mlp_only_v8,50,44,normal_nat_burst,stealth_mimicry_ato,48,0,0,0,12,1.0,0.8,0.888888888888889,0.0,0.0,1.0,0.9166666666666666,0.8333333333333334,1.0,60,12
temporal_mlp_only_v8,50,44,normal_nat_burst,slow_credential_probe,33,0,0,0,27,1.0,0.55,0.7096774193548387,0.0,0.0,1.0,0.9166666666666666,0.8333333333333334,2.0,60,12
temporal_mlp_only_v8,50,44,normal_nat_burst,session_replay_jitter,38,0,0,0,22,1.0,0.6333333333333333,0.7755102040816326,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,44,normal_nat_burst,gradual_exfiltration,48,0,0,0,12,1.0,0.8,0.888888888888889,0.0,0.0,1.0,0.9166666666666666,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,50,44,normal_nat_burst,distributed_lateral_drift,33,0,0,0,7,1.0,0.825,0.9041095890410958,0.0,0.0,1.0,1.0,0.625,1.0,40,8
temporal_mlp_only_v8,50,44,normal_nat_burst,profile_poisoning_chain,47,0,0,0,13,1.0,0.7833333333333333,0.8785046728971964,0.0,0.0,1.0,1.0,0.75,1.0,60,12
temporal_mlp_only_v8,50,44,normal_nat_burst,cookie_hijack_blend,40,0,0,0,20,1.0,0.6666666666666666,0.8,0.0,0.0,0.9166666666666666,0.8333333333333334,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,50,44,normal_nat_burst,distributed_password_spray,31,0,0,0,29,1.0,0.5166666666666667,0.6813186813186815,0.0,0.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,2.0,60,12
disjoint_hybrid_v8,50,44,normal_nat_burst,stealth_mimicry_ato,48,0,0,0,12,1.0,0.8,0.888888888888889,0.0,0.0,1.0,0.9166666666666666,0.8333333333333334,1.0,60,12
disjoint_hybrid_v8,50,44,normal_nat_burst,slow_credential_probe,37,0,0,0,23,1.0,0.6166666666666667,0.7628865979381444,0.0,0.0,1.0,0.9166666666666666,0.9166666666666666,2.0,60,12
disjoint_hybrid_v8,50,44,normal_nat_burst,session_replay_jitter,39,0,0,0,21,1.0,0.65,0.787878787878788,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,44,normal_nat_burst,gradual_exfiltration,48,0,0,0,12,1.0,0.8,0.888888888888889,0.0,0.0,1.0,0.9166666666666666,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,50,44,normal_nat_burst,distributed_lateral_drift,33,0,0,0,7,1.0,0.825,0.9041095890410958,0.0,0.0,1.0,1.0,0.625,1.0,40,8
disjoint_hybrid_v8,50,44,normal_nat_burst,profile_poisoning_chain,49,0,0,0,11,1.0,0.8166666666666667,0.8990825688073394,0.0,0.0,1.0,1.0,0.8333333333333334,1.0,60,12
disjoint_hybrid_v8,50,44,normal_nat_burst,cookie_hijack_blend,41,0,0,0,19,1.0,0.6833333333333333,0.8118811881188119,0.0,0.0,0.9166666666666666,0.8333333333333334,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,50,44,normal_nat_burst,distributed_password_spray,35,0,0,0,25,1.0,0.5833333333333334,0.7368421052631579,0.0,0.0,0.8333333333333334,0.8333333333333334,0.75,2.0,60,12
temporal_mlp_only_v8,50,45,normal_staggered,stealth_mimicry_ato,52,0,0,0,8,1.0,0.8666666666666667,0.9285714285714286,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,45,normal_staggered,slow_credential_probe,36,0,0,0,24,1.0,0.6,0.7499999999999999,0.0,0.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,2.5,60,12
temporal_mlp_only_v8,50,45,normal_staggered,session_replay_jitter,32,0,0,0,28,1.0,0.5333333333333333,0.6956521739130436,0.0,0.0,1.0,0.8333333333333334,0.8333333333333334,1.5,60,12
temporal_mlp_only_v8,50,45,normal_staggered,gradual_exfiltration,47,0,0,0,13,1.0,0.7833333333333333,0.8785046728971964,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
temporal_mlp_only_v8,50,45,normal_staggered,distributed_lateral_drift,37,0,0,0,3,1.0,0.925,0.961038961038961,0.0,0.0,1.0,1.0,1.0,1.0,40,8
temporal_mlp_only_v8,50,45,normal_staggered,profile_poisoning_chain,49,0,0,0,11,1.0,0.8166666666666667,0.8990825688073394,0.0,0.0,1.0,1.0,1.0,1.5,60,12
temporal_mlp_only_v8,50,45,normal_staggered,cookie_hijack_blend,37,0,0,0,23,1.0,0.6166666666666667,0.7628865979381444,0.0,0.0,1.0,0.9166666666666666,0.8333333333333334,1.0,60,12
temporal_mlp_only_v8,50,45,normal_staggered,distributed_password_spray,35,0,0,0,25,1.0,0.5833333333333334,0.7368421052631579,0.0,0.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,2.5,60,12
disjoint_hybrid_v8,50,45,normal_staggered,stealth_mimicry_ato,53,0,0,0,7,1.0,0.8833333333333333,0.9380530973451328,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,45,normal_staggered,slow_credential_probe,39,0,0,0,21,1.0,0.65,0.787878787878788,0.0,0.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,2.0,60,12
disjoint_hybrid_v8,50,45,normal_staggered,session_replay_jitter,36,0,0,0,24,1.0,0.6,0.7499999999999999,0.0,0.0,1.0,0.8333333333333334,0.8333333333333334,1.5,60,12
disjoint_hybrid_v8,50,45,normal_staggered,gradual_exfiltration,48,0,0,0,12,1.0,0.8,0.888888888888889,0.0,0.0,1.0,1.0,0.9166666666666666,1.0,60,12
disjoint_hybrid_v8,50,45,normal_staggered,distributed_lateral_drift,37,0,0,0,3,1.0,0.925,0.961038961038961,0.0,0.0,1.0,1.0,1.0,1.0,40,8
disjoint_hybrid_v8,50,45,normal_staggered,profile_poisoning_chain,50,0,0,0,10,1.0,0.8333333333333334,0.9090909090909091,0.0,0.0,1.0,1.0,1.0,1.0,60,12
disjoint_hybrid_v8,50,45,normal_staggered,cookie_hijack_blend,39,0,0,0,21,1.0,0.65,0.787878787878788,0.0,0.0,1.0,0.9166666666666666,0.8333333333333334,1.0,60,12
disjoint_hybrid_v8,50,45,normal_staggered,distributed_password_spray,38,0,0,0,22,1.0,0.6333333333333333,0.7755102040816326,0.0,0.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,2.0,60,12
temporal_mlp_only_v8,50,45,normal_nat_burst,stealth_mimicry_ato,53,0,0,0,7,1.0,0.8833333333333333,0.9380530973451328,0.0,0.0,1.0,1.0,1.0,1.0,60,12
temporal_mlp_only_v8,50,45,normal_nat_burst,slow_credential_probe,36,0,0,0,24,1.0,0.6,0.7499999999999999,0.0,0.0,0.9166666666666666,0.8333333333333334,0.8333333333333334,1.0,60,12
temporal_mlp_only_v8,50,45,normal_nat_burst,session_replay_jitter,40,0,0,0,20,1.0,0.6666666666666666,0.8,0.0,0.0,1.0,1.0,0.6666666666666666,1.5,60,12
temporal_mlp_only_v8,50,45,normal_nat_burst,gradual_exfiltration,48,0,0,0,12,1.0,0.8,0.888888888888889,0.0,0.0,1.0,1.0,1.0,1.5,60,12
temporal_mlp_only_v8,50,45,normal_nat_burst,distributed_lateral_drift,37,0,0,0,3,1.0,0.925,0.961038961038961,0.0,0.0,1.0,1.0,1.0,1.0,40,8
